reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
NS,127780,2017-12-15,3:24 AM,Derailment,0,OREGON,OH,17,4.0,Dark,Clear,Yard,Yard/switching,0,16850,1000,35024,E39C,41.663389,-83.467411,16.3,22.3,33.2,6.0,10.900000000000002,16.900000000000002,Other
CSX,000171982,2017-10-02,9:45 AM,Derailment,0,OREGON,OH,65,2.0,Day,Clear,Yard,Yard/switching,3,9553,2302,11855,H702,41.669537,-83.47266,54.3,60.6,69.0,6.300000000000004,8.399999999999999,14.700000000000003,Other
NS,127780,2017-12-15,3:24 AM,Derailment,0,OREGON,OH,17,4.0,Dark,Clear,Yard,Yard/switching,4,17174,0,35024,E39C,41.663389,-83.467411,16.3,22.3,33.2,6.0,10.900000000000002,16.900000000000002,Other
UP,0319GP009,2019-03-05,1:31 PM,Derailment,0,OSHKOSH,NE,28,2.0,Day,Clear,Main,Freight Train,23,1202510,214682,1417192,T105,41.439669,-102.444047,-0.9,12.7,23.1,13.6,10.400000000000002,24.0,Track-related
IR,IR151327,2015-11-25,9:17 PM,Other impacts,0,OTTAWA,IL,35,4.0,Dark,Clear,Industry,Yard/switching,6,51521,0,51521,H302,41.346388,-88.874722,33.0,43.3,55.4,10.299999999999997,12.100000000000001,22.4,Other
CSX,000143691,2015-03-24,11:40 AM,Derailment,0,OTTAWA,IL,35,2.0,Day,Cloudy,Yard,Freight Train,8,584507,0,699862,T110,41.35436,-88.831208,31.6,31.9,39.0,0.29999999999999716,7.100000000000001,7.399999999999999,Track-related
CSX,000143691,2015-03-24,11:40 AM,Derailment,0,OTTAWA,IL,35,2.0,Day,Cloudy,Yard,Freight Train,8,50459,64896,699862,T110,41.35436,-88.831208,31.6,31.9,39.0,0.29999999999999716,7.100000000000001,7.399999999999999,Track-related
NS,133432,2019-03-29,5:50 PM,Other (describe in narrative),0,PAINTED POST,NY,72,3.0,Dusk,Clear,Yard,Freight Train,4,65000,407,65407,E21C,42.149504,-77.101923,44.9,46.0,53.7,1.1000000000000014,7.700000000000003,8.800000000000004,Other
LSI,66205,2016-10-03,5:00 PM,Derailment,0,PALMER,MI,67,2.0,Day,Clear,Industry,Freight Train,5,0,12821,12821,T206,46.43434,-87.639509,56.5,53.4,60.8,-3.1000000000000014,7.399999999999999,4.299999999999997,Track-related
BNSF,KS0324114,2024-03-28,3:56 PM,Derailment,0,PAMPA,TX,65,2.0,Day,Clear,Main,Freight Train,22,290868,159749,450617,M505,35.576116,-100.891814,44.1,53.2,64.5,9.100000000000001,11.299999999999997,20.4,Other
BNSF,KS0320113,2020-03-15,1:45 PM,Other impacts,0,PAMPA,TX,50,2.0,Day,Clear,Yard,Freight Train,5,74576,0,74576,H318,35.528745,-100.972693,43.0,39.4,53.6,-3.6000000000000014,14.200000000000003,10.600000000000001,Other
BNSF,PR1023201,2023-10-07,11:08 AM,Hwy-rail crossing,0,PARKS,NE,72,2.0,Day,Clear,Main,Freight Train,46,250000,200113,450113,M302,40.03515,-101.749,50.0,50.9,57.8,0.8999999999999986,6.899999999999999,7.799999999999997,Other
CRSH,123936,2017-02-10,7:15 PM,Derailment,0,PARLIN,NJ,30,3.0,Dusk,Snow,Industry,Yard/switching,7,1505,10000,11505,T112,40.449437,-74.334218,29.5,25.5,37.4,-4.0,11.899999999999999,7.899999999999999,Track-related
UP,1121HL007,2021-11-14,8:11 AM,Other impacts,0,PARSONS,KS,39,2.0,Day,Clear,Yard,Freight Train,5,30714,0,59960,H306,37.362987,-95.275673,39.1,45.4,53.5,6.299999999999997,8.100000000000001,14.399999999999999,Other
UP,1121HL007,2021-11-14,8:11 AM,Other impacts,0,PARSONS,KS,39,2.0,Day,Clear,Yard,Yard/switching,3,11565,1060,59960,H306,37.362987,-95.275673,39.1,45.4,53.5,6.299999999999997,8.100000000000001,14.399999999999999,Other
BNSF,KS1217202,2017-12-27,1:27 PM,Hwy-rail crossing,0,PARTRIDGE,KS,19,2.0,Day,Clear,Main,Freight Train,56,13500,500,14000,M302,37.970965,-98.142206,12.4,15.1,26.7,2.6999999999999993,11.6,14.299999999999999,Other
PTRA,2021000003,2021-02-07,4:55 PM,Other (describe in narrative),0,PASADENA,TX,70,2.0,Day,Clear,Main,Light loco(s),20,0,54000,54000,H702,29.720441,-95.152961,56.7,52.5,61.3,-4.200000000000003,8.799999999999997,4.599999999999994,Other
BNSF,NW0217108,2017-02-15,6:35 AM,Other impacts,0,PASCO,WA,29,1.0,Dawn,Rain,Yard,Yard/switching,10,12201,0,12201,S007,46.271719,-119.101312,26.6,30.4,37.2,3.799999999999997,6.800000000000004,10.600000000000001,Other
BNSF,NW1216120,2016-12-26,3:15 PM,Other (describe in narrative),0,PASCO,WA,34,2.0,Day,Cloudy,Yard,Yard/switching,10,23111,0,23111,S007,46.272701,-119.102243,26.3,27.0,41.2,0.6999999999999993,14.200000000000003,14.900000000000002,Other
BNSF,NW0218103,2018-02-07,12:30 AM,Derailment,0,PASCO,WA,48,4.0,Dark,Cloudy,Yard,Yard/switching,5,24740,15000,39740,M101,46.26771,-119.09674,43.7,49.0,56.8,5.299999999999997,7.799999999999997,13.099999999999994,Other
BNSF,NW0116115,2016-01-19,4:40 AM,Derailment,0,PASCO,WA,34,4.0,Dark,Cloudy,Yard,Yard/switching,7,19693,60000,79693,T201,46.260068,-119.095659,35.4,36.2,45.2,0.8000000000000043,9.0,9.800000000000004,Track-related
LI,GR20150302,2015-03-03,12:03 PM,Hwy-rail crossing,0,PATCHOGUE,NY,38,2.0,Day,Cloudy,Main,Passenger Train - Pulling,32,13909,20889,34798,M304,40.763711,-73.008679,31.5,25.2,37.6,-6.300000000000001,12.400000000000002,6.100000000000001,Other
BNSF,RD0418107,2018-04-08,7:00 AM,Derailment,0,PAULS VALLEY,OK,45,1.0,Dawn,Cloudy,Main,Freight Train,49,4579,190000,194579,T199,34.766524,-97.247641,34.2,39.6,53.2,5.399999999999999,13.600000000000001,19.0,Track-related
CRSH,144488,2022-02-22,3:15 PM,Derailment,0,PAULSBORO,NJ,57,2.0,Day,Rain,Yard,Freight Train,5,4681,13393,18074,T199,39.834206,-75.247341,44.5,53.3,60.6,8.799999999999997,7.300000000000004,16.1,Track-related
NS,139485,2020-10-20,2:42 PM,Hwy-rail crossing,0,PAYNE,OH,45,2.0,Day,Cloudy,Main,Freight Train,39,78480,0,78480,M303,41.077688,-84.803346,44.7,45.8,55.7,1.0999999999999943,9.900000000000006,11.0,Other
BNSF,KS0219201,2019-02-12,2:45 AM,Hwy-rail crossing,0,PEABODY,KS,30,4.0,Dark,Clear,Main,Passenger Train - Pulling,0,0,250,27385,M302,38.188172,-97.045127,34.3,34.9,42.7,0.6000000000000014,7.800000000000004,8.400000000000006,Other
ATK,157589,2019-02-12,2:45 AM,Hwy-rail crossing,0,PEABODY,KS,29,4.0,Dark,Clear,Main,Passenger Train - Pulling,79,27135,0,27385,M302,38.188172,-97.045127,34.3,34.9,42.7,0.6000000000000014,7.800000000000004,8.400000000000006,Other
CSX,000142192,2015-02-27,9:38 PM,Derailment,0,PEACH CREEK,WV,15,4.0,Dark,Clear,Yard,Freight Train,8,134311,4000,138311,T203,37.904686,-81.983097,30.1,17.7,24.5,-12.400000000000002,6.800000000000001,-5.600000000000001,Track-related
KCS,15013101,2015-01-31,4:00 AM,Other impacts,0,PEARL,MS,33,4.0,Dark,Cloudy,Yard,Yard/switching,5,0,0,19000,H318,32.253303,-90.140729,46.2,46.8,57.2,0.5999999999999943,10.400000000000006,11.0,Other
KCS,15013101,2015-01-31,4:00 AM,Other impacts,0,PEARL,MS,33,4.0,Dark,Cloudy,Yard,Single Car,0,19000,0,19000,H318,32.253303,-90.140729,46.2,46.8,57.2,0.5999999999999943,10.400000000000006,11.0,Other
BNSF,CH1115111,2015-11-25,1:28 PM,Derailment,0,PEORIA,IL,52,2.0,Day,Cloudy,Siding,Freight Train,4,104549,8000,112549,T111,40.659622,-89.636076,40.7,49.3,58.4,8.599999999999994,9.100000000000001,17.699999999999996,Track-related
NS,144643,2022-03-05,2:45 AM,Derailment,0,PERRYMAN,MD,32,4.0,Dark,Clear,Main,Freight Train,30,828121,0,2665230,E61C,39.556704,-76.078292,30.0,40.0,55.1,10.0,15.100000000000001,25.1,Other
ATK,169963,2022-03-05,2:45 AM,Derailment,0,PERRYMAN,MD,32,4.0,Dark,Clear,Main,Freight Train,0,0,1837109,2665230,E69C,39.441146,-76.234027,30.0,40.0,55.1,10.0,15.100000000000001,25.1,Other
ATK,158717,2019-04-29,12:04 PM,Side collision,0,PHILADELPHIA,PA,61,2.0,Day,Clear,Yard,Light loco(s),4,40001,11625,63747,H306,39.953148,-75.138802,56.1,51.7,60.6,-4.399999999999999,8.899999999999999,4.5,Other
ATK,136922,2015-04-02,6:31 PM,Other (describe in narrative),0,PHILADELPHIA,PA,61,2.0,Day,Clear,Main,Passenger Train - Pulling,35,15611,60,15671,E78L,40.00464,-75.089536,44.2,51.8,60.9,7.599999999999994,9.100000000000001,16.699999999999996,Other
SEPA,28639,2018-06-23,8:10 AM,Other (describe in narrative),0,PHILADELPHIA,PA,64,2.0,Day,Rain,Main,EMU,50,21190,10000,31190,E99L,39.94784,-75.19034,69.3,66.9,77.4,-2.3999999999999915,10.5,8.100000000000009,Other
CSX,000173853,2018-01-08,3:20 AM,Derailment,0,PHILADELPHIA,PA,12,4.0,Dark,Snow,Yard,Yard/switching,0,0,300,17729,H703,39.898065,-75.17282,12.4,25.3,35.3,12.9,9.999999999999996,22.9,Other
CRSH,128035,2018-01-08,3:00 AM,Derailment,0,PHILADELPHIA,PA,12,4.0,Dark,Clear,Yard,Yard/switching,10,17429,0,17729,H703,39.898078,-75.172908,12.4,25.3,35.3,12.9,9.999999999999996,22.9,Other
ATK,158717,2019-04-29,12:04 PM,Side collision,0,PHILADELPHIA,PA,61,2.0,Day,Clear,Yard,Light loco(s),3,496,11625,63747,H306,39.953148,-75.138802,56.1,51.7,60.6,-4.399999999999999,8.899999999999999,4.5,Other
ATK,141333,2016-02-23,10:05 PM,Derailment,0,PHILADELPHIA,PA,42,4.0,Dark,Rain,Main,Light loco(s),1,24548,0,24548,H303,39.965529,-75.187524,44.1,39.4,51.8,-4.700000000000003,12.399999999999999,7.699999999999996,Other
SEPA,SEPA011724,2024-01-17,7:00 AM,Obstruction,0,PHILADELPHIA,PA,20,1.0,Dawn,Clear,Main,EMU,60,16300,10531,26831,M404,39.99932,-75.158929,26.4,20.1,27.6,-6.299999999999997,7.5,1.2000000000000028,Other
CSX,000140788,2015-01-31,1:40 AM,Derailment,0,PHILADELPHIA,PA,10,4.0,Dark,Clear,Industry,Yard/switching,4,38722,2000,40722,T221,39.898261,-75.167681,33.8,21.5,31.8,-12.299999999999997,10.3,-1.9999999999999964,Other
CSX,000185769,2019-10-05,12:20 PM,Derailment,0,PHILADELPHIA,PA,61,2.0,Day,Clear,Yard,Yard/switching,3,10727,250,10977,T316,39.898302,-75.16734,61.7,53.3,64.8,-8.400000000000006,11.5,3.0999999999999943,Track-related
ATK,165860,2020-11-19,12:01 AM,Other (describe in narrative),0,PHILADELPHIA,PA,31,4.0,Dark,Clear,Main,Passenger Train - Pulling,80,33,11958,11991,T404,40.034617,-75.020797,35.2,38.9,51.6,3.6999999999999957,12.700000000000003,16.4,Track-related
SEPA,38200,2019-12-26,2:10 PM,Other (describe in narrative),0,PHILADELPHIA,PA,48,2.0,Day,Clear,Main,EMU,20,9110,8396,17506,T404,39.955538,-75.177556,35.9,38.2,47.2,2.3000000000000043,9.0,11.300000000000004,Track-related
ATK,169386,2022-01-04,4:58 AM,Other (describe in narrative),0,PHILADELPHIA,PA,19,4.0,Dark,Clear,Main,Passenger Train - Pulling,5,12256,4669,16925,T404,39.961213,-75.183089,32.3,28.0,37.3,-4.299999999999997,9.299999999999997,5.0,Track-related
RCPE,622618D,2018-04-03,6:15 PM,Derailment,0,PHILIP,SD,35,2.0,Day,Cloudy,Main,Freight Train,10,8500,16000,24500,T221,44.036666,-101.6691,30.1,16.8,24.0,-13.3,7.199999999999999,-6.100000000000001,Other
RCPE,RCP309617D,2017-05-24,8:32 AM,Derailment,0,PHILIP,SD,60,2.0,Day,Clear,Siding,Freight Train,6,4615,8100,12715,T314,44.0211,-101.4001,52.5,55.3,63.5,2.799999999999997,8.200000000000003,11.0,Track-related
UP,0115PD001,2015-01-02,12:00 PM,Derailment,0,PILOT ROCK,OR,23,2.0,Day,Cloudy,Main,Freight Train,15,10201,465,10666,M101,45.648452,-118.872034,11.1,19.8,27.8,8.700000000000001,8.0,16.700000000000003,Other
UP,1115LK007,2015-11-10,12:05 AM,Derailment,0,PINE BLUFF,AR,47,4.0,Dark,Clear,Yard,Yard/switching,7,3292,42926,46218,E64C,34.233468,-91.957819,52.1,55.5,64.4,3.3999999999999986,8.900000000000006,12.300000000000004,Other
UP,0115LK001,2015-01-05,8:30 AM,Side collision,0,PINE BLUFF,AR,30,2.0,Day,Cloudy,Yard,Light loco(s),0,6535,528,15304,H607,34.232617,-91.958758,38.4,28.4,36.4,-10.0,8.0,-2.0,Other
UP,1222MA012,2022-12-12,12:39 PM,Other (describe in narrative),0,PINE BLUFF,AR,50,2.0,Day,Clear,Yard,Single Car,0,24402,0,24402,M507,34.252178,-91.937717,52.0,49.8,60.9,-2.200000000000003,11.100000000000001,8.899999999999999,Other
UP,1017LK031,2017-10-25,7:03 PM,Derailment,0,PINE BLUFF,AR,55,4.0,Dark,Clear,Yard,Yard/switching,7,23016,2200,25216,T220,34.237598,-91.95075,58.1,54.4,61.1,-3.700000000000003,6.700000000000003,3.0,Other
UP,0115LK001,2015-01-05,8:30 AM,Side collision,0,PINE BLUFF,AR,30,2.0,Day,Cloudy,Yard,Yard/switching,4,8241,0,15304,H607,34.232617,-91.958758,38.4,28.4,36.4,-10.0,8.0,-2.0,Other
UP,1018LK032,2018-10-27,4:55 AM,Other (describe in narrative),0,PINE BLUFF,AR,45,1.0,Dawn,Clear,Yard,Yard/switching,7,24921,450,25371,S099,34.243466,-91.945662,54.8,57.1,65.7,2.3000000000000043,8.600000000000001,10.900000000000006,Other
UP,0219MA035,2019-02-19,1:27 AM,Derailment,0,PINE BLUFF,AR,36,4.0,Dark,Cloudy,Yard,Yard/switching,10,80592,1530,82471,M411,34.247249,-91.942314,37.2,35.3,42.8,-1.9000000000000057,7.5,5.599999999999994,Other
UP,0520MA017,2020-05-12,2:08 AM,Derailment,0,PINE BLUFF,AR,54,4.0,Dark,Cloudy,Yard,Yard/switching,7,62997,7134,70131,E86C,34.251879,-91.937432,61.7,57.6,68.6,-4.100000000000001,10.999999999999993,6.8999999999999915,Other
UP,0221MA004,2021-02-03,2:00 PM,Obstruction,0,PINE BLUFF,AR,50,2.0,Day,Clear,Yard,Yard/switching,4,20613,77252,97865,M404,34.242391,-91.948453,34.4,38.1,50.6,3.700000000000003,12.5,16.200000000000003,Other
UP,1221MA024,2021-12-22,7:26 PM,Derailment,0,PINE BLUFF,AR,43,3.0,Dusk,Cloudy,Yard,Yard/switching,5,97920,93640,191560,M405,34.249202,-91.939477,45.4,44.0,50.9,-1.3999999999999986,6.899999999999999,5.5,Other
UP,0219MA035,2019-02-19,1:27 AM,Derailment,0,PINE BLUFF,AR,36,4.0,Dark,Cloudy,Yard,Single Car,0,349,0,82471,M411,34.247249,-91.942314,37.2,35.3,42.8,-1.9000000000000057,7.5,5.599999999999994,Other
UP,1222MA011,2022-12-12,10:56 AM,Other (describe in narrative),0,PINE BLUFF,AR,50,2.0,Day,Clear,Yard,Single Car,0,18049,0,18049,M507,34.249652,-91.940206,52.0,49.8,60.9,-2.200000000000003,11.100000000000001,8.899999999999999,Other
UP,0117LK022,2017-01-19,3:30 AM,Derailment,0,PINE BLUFF,AR,51,4.0,Dark,Rain,Yard,Yard/switching,4,6675,6303,12978,E48C,34.243414,-91.945606,48.6,51.6,60.2,3.0,8.600000000000001,11.600000000000001,Other
UP,0621MA031,2021-06-23,8:26 PM,Derailment,0,PINE BLUFF,AR,83,4.0,Dark,Clear,Yard,Yard/switching,4,7778,52699,60477,H306,34.244061,-91.946275,73.6,75.0,83.3,1.4000000000000057,8.299999999999997,9.700000000000003,Other
UP,1021MA014,2021-10-12,10:00 AM,Derailment,0,PINE BLUFF,AR,74,2.0,Day,Clear,Yard,Yard/switching,7,79337,3619,82956,M405,34.250082,-91.940827,75.3,70.8,77.5,-4.5,6.700000000000003,2.200000000000003,Other
UP,0218LK012,2018-02-08,3:26 AM,Derailment,0,PINE BLUFF,AR,28,4.0,Dark,Cloudy,Yard,Yard/switching,4,72233,76958,149191,T210,34.241779,-91.947076,34.8,36.9,47.4,2.1000000000000014,10.5,12.600000000000001,Track-related
NS,143262,2021-10-19,3:30 PM,Hwy-rail crossing,0,PINE HILL,AL,75,2.0,Day,Clear,Main,Freight Train,40,33,35000,35033,M308,31.978978,-87.586838,53.9,57.7,66.9,3.8000000000000043,9.200000000000003,13.000000000000007,Other
NS,114640,2015-03-03,1:15 AM,Derailment,0,PIONEER,TN,42,4.0,Dark,Cloudy,Industry,Freight Train,7,14600,4757,19357,M101,36.393958,-84.281702,41.0,44.1,53.0,3.1000000000000014,8.899999999999999,12.0,Other
NS,152769,2023-04-08,9:30 AM,Derailment,0,PITTSBURGH,PA,60,2.0,Day,Clear,Main,Freight Train,4,184246,6001,190247,H518,40.456748,-80.044697,44.3,41.9,48.5,-2.3999999999999986,6.600000000000001,4.200000000000003,Other
CSX,000157871,2016-03-07,7:40 AM,Fire/violent rupture,0,PITTSBURGH,PA,62,1.0,Dawn,Clear,Main,Freight Train,30,700000,0,700000,E73L,40.406923,-79.914473,36.8,50.1,59.9,13.300000000000004,9.799999999999997,23.1,Other
AVR,0514159,2015-05-14,9:55 AM,Derailment,0,PITTSBURGH,PA,60,2.0,Day,Clear,Yard,Freight Train,0,110000,200,110200,H505,40.420494,-79.949724,49.1,54.2,67.1,5.100000000000001,12.899999999999991,17.999999999999993,Other
WE,190020,2019-02-14,5:30 PM,Derailment,0,PITTSBURGH,PA,40,2.0,Day,Clear,Main,Freight Train,10,140,14811,14951,T001,40.295698,-79.97075,28.9,35.5,43.9,6.600000000000001,8.399999999999999,15.0,Track-related
RBMN,L01172402,2024-01-17,6:10 PM,Derailment,0,PITTSTON,PA,11,3.0,Dusk,Clear,Main,Freight Train,10,18990,27562,46552,T314,41.344905,-75.787896,21.1,14.1,21.1,-7.000000000000002,7.000000000000002,0.0,Track-related
IC,916280,2017-03-16,9:10 AM,Hwy-rail crossing,0,PLAINFIELD,IL,35,2.0,Day,Clear,Main,Freight Train,37,75,20335,20410,M308,41.680203,-88.234143,24.4,30.5,41.0,6.100000000000001,10.5,16.6,Other
ATK,177992,2024-01-12,8:15 AM,Other (describe in narrative),0,PLAINSBORO,NJ,46,2.0,Day,Cloudy,Main,Passenger Train - Pulling,108,20249,0,20249,E78L,40.34792,-74.58375,41.6,39.7,47.9,-1.8999999999999986,8.199999999999996,6.299999999999997,Other
BNSF,RD0118107,2018-01-08,11:07 PM,Derailment,0,PLAINVIEW,TX,45,4.0,Dark,Clear,Yard,Freight Train,4,129991,46000,175991,T220,34.193813,-101.701342,46.5,41.2,52.7,-5.299999999999997,11.5,6.200000000000003,Other
LI,74358,2021-03-25,1:50 PM,Obstruction,0,PLANDOME,NY,0,2.0,Day,Cloudy,Main,EMU,30,36320,0,36320,M404,40.811282,-73.695135,49.0,54.7,61.4,5.700000000000003,6.699999999999996,12.399999999999999,Other
BNSF,CH0416102,2016-04-09,7:00 AM,Derailment,0,PLANO,IL,24,1.0,Dawn,Clear,Main,Freight Train,34,48343,121283,169626,E53C,41.647845,-88.599579,37.1,31.7,42.4,-5.400000000000002,10.7,5.299999999999997,Other
UP,0321HO009,2021-03-08,7:37 AM,Hwy-rail crossing,0,PLANTERSVILLE,TX,38,1.0,Dawn,Clear,Main,Freight Train,43,14646,0,14646,M302,30.337113,-95.890227,53.8,56.2,64.8,2.4000000000000057,8.599999999999994,11.0,Other
UP,1220RM022,2020-12-25,6:20 PM,Derailment,0,POCATELLO,ID,35,3.0,Dusk,Cloudy,Yard,Yard/switching,5,3619,9856,13475,E40C,42.873498,-112.460214,25.0,21.1,28.3,-3.8999999999999986,7.199999999999999,3.3000000000000007,Other
UP,0215PC005,2015-02-17,9:25 AM,Derailment,0,POCATELLO,ID,34,2.0,Day,Clear,Yard,Yard/switching,8,14110,149461,163571,T221,42.862184,-112.448291,32.7,29.9,37.3,-2.8000000000000043,7.399999999999999,4.599999999999994,Other
UP,1217UT021,2017-12-17,8:00 AM,Derailment,0,POCATELLO,ID,25,2.0,Day,Clear,Yard,Yard/switching,4,86885,22642,109527,H702,42.854891,-112.438959,26.4,25.2,34.6,-1.1999999999999993,9.400000000000002,8.200000000000003,Other
UP,0124RM012,2024-01-17,7:05 PM,Derailment,0,POCATELLO,ID,32,3.0,Dusk,Sleet,Yard,Freight Train,5,33509,3095,36604,T207,42.831987,-112.414663,1.0,15.2,32.9,14.2,17.7,31.9,Track-related
BNSF,TX0615110,2015-06-17,2:55 PM,Derailment,0,PONDER,TX,85,2.0,Day,Cloudy,Main,Freight Train,11,54000,783604,837604,T001,33.192816,-97.283833,76.8,73.7,80.9,-3.0999999999999943,7.200000000000003,4.1000000000000085,Track-related
UP,0217SL005,2017-02-06,11:30 PM,Derailment,0,POPLAR BLUFF,MO,65,4.0,Dark,Clear,Yard,Yard/switching,4,31664,16732,48396,M405,36.73486,-90.412561,41.9,52.3,64.3,10.399999999999999,12.0,22.4,Other
PGBX,RAI895822,2022-01-04,6:30 AM,Derailment,0,PORT ALLEN,LA,40,1.0,Dawn,Clear,Industry,Yard/switching,5,5000,10000,15000,M101,30.433567,-91.206872,37.2,41.8,57.3,4.599999999999994,15.5,20.099999999999994,Other
KCS,15011603,2015-01-16,3:15 PM,Derailment,0,PORT ARTHUR,TX,59,2.0,Day,Clear,Industry,Freight Train,7,4128,15470,19598,M599,29.879467,-93.953183,42.0,43.9,50.6,1.8999999999999986,6.700000000000003,8.600000000000001,Other
KCS,20012501,2020-01-25,4:30 AM,Derailment,0,PORT ARTHUR,TX,48,4.0,Dark,Cloudy,Industry,Yard/switching,4,1928,13868,15796,T101,29.869044,-93.941019,52.1,53.7,60.8,1.6000000000000014,7.099999999999994,8.699999999999996,Track-related
KCS,15122001,2015-12-20,3:00 AM,Derailment,0,PORT ARTHUR,TX,49,4.0,Dark,Clear,Yard,Freight Train,5,6100,6272,12372,T314,29.85732,-93.945591,49.5,59.1,70.7,9.600000000000001,11.600000000000001,21.200000000000003,Track-related
NS,137340,2020-03-01,6:45 AM,Other impacts,0,PORT DICKINSON,NY,17,1.0,Dawn,Clear,Yard,Yard/switching,9,7500,12361,20361,H399,42.098659,-75.856665,16.9,25.0,43.6,8.100000000000001,18.6,26.700000000000003,Other
NS,137340,2020-03-01,6:45 AM,Other impacts,0,PORT DICKINSON,NY,17,1.0,Dawn,Clear,Yard,Freight Train,0,500,0,20361,H399,42.098659,-75.856665,16.9,25.0,43.6,8.100000000000001,18.6,26.700000000000003,Other
CSX,000165402,2016-12-21,12:35 PM,Other impacts,0,PORT HURON,MI,34,2.0,Day,Cloudy,Yard,Single Car,1,5424,228,85652,H318,42.962954,-82.47134,20.5,26.1,34.1,5.600000000000001,8.0,13.600000000000001,Other
CSX,000165402,2016-12-21,12:35 PM,Other impacts,0,PORT HURON,MI,34,2.0,Day,Cloudy,Yard,Yard/switching,5,80000,0,85652,H318,42.962954,-82.47134,20.5,26.1,34.1,5.600000000000001,8.0,13.600000000000001,Other
NJTR,201801018,2017-12-04,3:48 AM,Derailment,0,PORT JERVIS,NY,32,4.0,Dark,Clear,Yard,Commuter Train - Pulling,7,19947,0,20766,H607,41.37511,-74.69498,33.2,32.0,49.9,-1.2000000000000028,17.9,16.699999999999996,Other
MNCW,2017120404,2017-12-04,3:48 AM,Derailment,0,PORT JERVIS,NY,32,4.0,Dark,Fog,Yard,Yard/switching,0,0,819,20766,H607,41.37511,-74.69498,33.2,32.0,49.9,-1.2000000000000028,17.9,16.699999999999996,Other
CRSH,114343,2015-02-13,4:15 AM,Derailment,0,PORT READING,NJ,5,1.0,Dawn,Cloudy,Yard,Freight Train,5,28146,0,28146,H306,40.566579,-74.250975,30.7,14.3,23.2,-16.4,8.899999999999999,-7.5,Other
LI,68966,2018-12-31,12:31 AM,Derailment,0,PORT WASHINGTON,NY,34,4.0,Dark,Cloudy,Yard,EMU,2,135549,13784,149333,M507,40.827954,-73.687034,36.6,41.0,50.6,4.399999999999999,9.600000000000001,14.0,Other
NS,152161,2023-02-01,12:14 PM,Other impacts,0,PORTAGE,IN,15,2.0,Day,Clear,Yard,Single Car,0,200,12937,13337,H312,41.620515,-87.144907,9.7,14.9,24.5,5.200000000000001,9.6,14.8,Other
NS,152161,2023-02-01,12:14 PM,Other impacts,0,PORTAGE,IN,15,2.0,Day,Clear,Yard,Single Car,3,200,0,13337,H312,41.620515,-87.144907,9.7,14.9,24.5,5.200000000000001,9.6,14.8,Other
UP,0218PD029,2018-02-23,1:15 AM,Derailment,0,PORTLAND,OR,30,4.0,Dark,Clear,Yard,Freight Train,4,13408,5862,19270,T110,45.54219,-122.684599,34.3,32.8,42.4,-1.5,9.600000000000001,8.100000000000001,Track-related
NS,152914,2023-04-25,12:10 AM,Other impacts,0,PORTSMOUTH,OH,32,4.0,Dark,Clear,Yard,Cut of cars,4,0,0,11577,H312,38.735206,-82.967056,45.5,46.1,52.8,0.6000000000000014,6.699999999999996,7.299999999999997,Other
CWRY,CWR940822,2022-04-04,4:39 PM,Derailment,0,PORTSMOUTH,VA,68,2.0,Day,Clear,Yard,Yard/switching,4,83702,10000,93702,E49L,36.872203,-76.369061,56.8,49.8,62.2,-7.0,12.400000000000006,5.400000000000006,Other
NS,152914,2023-04-25,12:10 AM,Other impacts,0,PORTSMOUTH,OH,32,4.0,Dark,Clear,Yard,Single Car,0,11577,0,11577,H312,38.735206,-82.967056,45.5,46.1,52.8,0.6000000000000014,6.699999999999996,7.299999999999997,Other
NS,136813,2020-01-13,6:45 AM,Other (describe in narrative),0,PORTSMOUTH,OH,35,1.0,Dawn,Fog,Yard,Freight Train,4,67794,906,68700,H702,38.736737,-82.970788,46.2,39.5,46.2,-6.700000000000003,6.700000000000003,0.0,Other
NS,155523,2024-01-23,10:00 AM,Other (describe in narrative),0,PORTSMOUTH,OH,45,2.0,Day,Cloudy,Yard,Cut of cars,8,0,2631,28616,H702,38.736826,-82.957246,23.0,36.1,45.7,13.100000000000001,9.600000000000001,22.700000000000003,Other
KCS,21122202,2021-12-22,2:14 PM,Hwy-rail crossing,0,POTEAU,OK,60,2.0,Day,Clear,Main,Freight Train,40,3044,69597,72641,M308,35.040692,-94.622164,38.2,41.9,52.5,3.6999999999999957,10.600000000000001,14.299999999999997,Other
WSOR,230818005,2023-08-18,1:15 PM,Derailment,0,PRAIRIE DU CHIEN,WI,85,2.0,Day,Clear,Industry,Freight Train,9,139000,2663,141663,H303,43.06073,-91.15963,70.1,65.7,76.1,-4.3999999999999915,10.399999999999991,6.0,Other
BNSF,CH0918102,2018-09-03,11:45 PM,Derailment,0,PRAIRIE DU CHIEN,WI,72,4.0,Dark,Rain,Main,Freight Train,55,1850,1567311,1569161,M103,43.11742,-91.142045,70.6,70.1,77.7,-0.5,7.6000000000000085,7.1000000000000085,Other
