reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude
ATK,171415,2022-05-21,11:10 AM,Other (describe in narrative),0,NEWARK,NJ,57.0,2,Day,Cloudy,Main,,0,0,11613,32868,T404,40.716464999999999,-74.182936999999995
NS,141197,2021-04-10,6:45 AM,Derailment,0,ROANOKE,IN,57.0,1,Dawn,Clear,Yard,Freight Train,0,29500,4332,49111,T101,40.973557999999997,-85.350682000000006
BNSF,SW1019115,2019-10-31,2:30 AM,Derailment,0,RADIUM SPRINGS,NM,30.0,4,Dark,Clear,Main,Freight Train,37,499217,200000,699217,T207,32.495655999999997,-106.919684
ATK,139959,2015-11-09,5:35 PM,Derailment,0,NEW ORLEANS,LA,60.0,3,Dusk,Clear,Yard,Yard/switching,4,9400,15500,24900,T113,29.947659999999999,-90.081423000000001
LSI,66205,2016-10-03,5:00 PM,Derailment,0,PALMER,MI,67.0,2,Day,Clear,Industry,Freight Train,5,0,12821,12821,T206,46.434339999999999,-87.639509000000004
CRSH,122249,2016-09-29,5:55 AM,Derailment,0,JERSEY CITY,NJ,58.0,1,Dawn,Cloudy,Main,,0,0,117071,131982,T110,40.746338000000002,-74.064699000000005
UP,1021HL033,2021-10-29,10:21 PM,Derailment,0,CARLISLE,IA,44.0,4,Dark,Cloudy,Main,Freight Train,45,980005,239065,1219070,T499,41.490884999999999,-93.472686999999993
BNSF,MT0921104,2021-09-25,3:47 PM,Derailment,0,JOPLIN,MT,78.0,2,Day,Clear,Main,,0,0,72135,22019251,T109,48.557704000000001,-110.81223
CSX,000155106,2015-12-12,11:25 AM,Derailment,0,SAVANNAH,GA,69.0,2,Day,Clear,Yard,Freight Train,8,0,100,27100,T311,32.056331999999998,-81.152394000000001
BNSF,PR0515102,2015-05-10,8:40 AM,Derailment,0,ALLIANCE,NE,30.0,1,Dawn,Snow,Yard,Freight Train,7,68586,64800,133386,T207,42.065919999999998,-102.90044899999999
UP,0819GP016,2019-08-27,8:12 AM,Derailment,0,NORTH PLATTE,NE,56.0,2,Day,Clear,Yard,Yard/switching,4,25191,258442,283633,T111,41.151336000000001,-100.82321399999999
UP,1215PR007,2015-12-14,4:00 PM,Derailment,0,NORTHLAKE,IL,50.0,3,Dusk,Rain,Yard,Light loco(s),0,5283,0,30230,T308,41.909337000000001,-87.915128999999993
UP,0818LV002,2018-08-02,5:15 AM,Derailment,0,ADDIS,LA,77.0,1,Dawn,Cloudy,Industry,Freight Train,4,6629,41676,48305,T108,30.330582,-91.240826999999996
IANR,PAD0329221,2022-03-29,6:50 AM,Derailment,0,GREENE,IA,34.0,1,Dawn,Cloudy,Industry,Freight Train,7,38005,12000,50005,T110,42.853087000000002,-92.730625000000003
ATK,171416,2022-05-25,5:35 PM,Other (describe in narrative),0,ISELIN,NJ,60.0,2,Day,Clear,Main,,0,0,7036,18718,T404,40.562502000000002,-74.335536000000005
INRD,644294,2023-01-04,10:20 PM,Derailment,0,PALESTINE,IL,39.0,4,Dark,Clear,Industry,Freight Train,9,20000,15000,35000,T202,39.006999999999998,-87.372960000000006
SKOL,181031005,2018-10-31,4:00 PM,Derailment,0,MOLINE,KS,61.0,2,Day,Clear,Industry,Freight Train,5,28522,0,28522,T110,37.36036,-96.304473000000002
BNSF,HL0916109,2016-09-20,12:47 PM,Derailment,0,KANSAS CITY,MO,90.0,2,Day,Clear,Yard,Freight Train,8,31572,1000,32572,T111,39.140963999999997,-94.583741000000003
KYLE,KYL412517D,2017-08-29,3:30 PM,Derailment,0,MANKATO,KS,73.0,2,Day,Clear,Main,Freight Train,9,40000,10000,50000,T308,39.795704999999998,-98.213235999999995
UP,0220HL003,2020-02-05,7:20 AM,Derailment,0,LEES SUMMIT,MO,27.0,2,Day,Cloudy,Industry,Yard/switching,7,12456,1655,14111,T113,38.939073999999998,-94.388019999999997
BNSF,TC0821106,2021-08-10,11:45 PM,Derailment,0,GRAFTON,ND,65.0,4,Dark,Clear,Yard,Freight Train,10,34998,0,105998,T207,48.430266000000003,-97.413870000000003
CRSH,123936,2017-02-10,7:15 PM,Derailment,0,PARLIN,NJ,30.0,3,Dusk,Snow,Industry,Yard/switching,7,1505,10000,11505,T112,40.449437000000003,-74.334218000000007
UP,0318NP005,2018-03-03,2:30 AM,Derailment,0,DE WITT,NE,48.0,4,Dark,Clear,Main,Freight Train,10,102601,64240,166841,T101,40.373626999999999,-96.920419999999993
ALS,20190509,2019-05-09,8:25 PM,Derailment,0,EAST ST LOUIS,IL,60.0,4,Dark,Clear,Yard,,0,0,0,26399,T199,38.597043999999997,-90.155714000000003
KCT,UP3212016,2016-03-21,12:40 PM,Derailment,0,KANSAS CITY,MO,65.0,2,Day,Cloudy,Main,,0,0,23659,32582,T314,39.110705000000003,-94.498199999999997
BNSF,KS0118109,2018-01-13,9:15 AM,Derailment,0,KANSAS CITY,KS,8.0,2,Day,Clear,Yard,Cut of cars,0,5211,0,20936,T305,39.084449999999997,-94.690455
UP,1215CB002,2015-12-02,10:00 AM,Derailment,0,COLUMBUS,NE,28.0,2,Day,Cloudy,Yard,Freight Train,5,41202,175870,217072,T203,41.424793000000001,-97.401554000000004
BNSF,PR0922109,2022-09-30,10:30 PM,Derailment,2,BRIDGER,MT,51.0,4,Dark,Rain,Main,Freight Train,34,1332584,325000,1657584,T204,45.289012999999997,-108.891716
NS,153669,2023-07-19,2:45 AM,Derailment,0,MELVINDALE,MI,66.0,4,Dark,Clear,Yard,Cut of cars,7,9531,9405,18936,T207,42.276967999999997,-83.178796000000006
BNSF,NE0116112,2016-01-22,1:29 AM,Derailment,0,LINCOLN,NE,26.0,4,Dark,Cloudy,Yard,Yard/switching,7,12720,2600,15320,T111,40.860146,-96.635895000000005
UP,0715TC009,2015-07-29,5:43 AM,Derailment,0,MADELIA,MN,65.0,1,Dawn,Clear,Industry,Work train,3,6719,30000,36719,T111,44.063341000000001,-94.392709999999994
MSCI,09022015,2015-09-02,2:15 PM,Derailment,0,OXFORD,MS,89.0,2,Day,Clear,Main,Freight Train,5,110000,10000,120000,T110,34.462778,-89.528333000000003
UP,0223HL018,2023-02-20,12:35 PM,Derailment,0,ST JOSEPH,MO,56.0,2,Day,Clear,Industry,Yard/switching,5,103128,12596,115724,T110,39.728406999999997,-94.873408999999995
BNSF,NE0516103,2016-05-10,6:25 PM,Derailment,0,FARLEY,MO,78.0,2,Day,Clear,Main,Freight Train,55,384836,463272,848108,T109,39.297561999999999,-94.844815999999994
GWR,GWR233294,2023-04-03,2:17 PM,Derailment,0,JOHNSTOWN,CO,50.0,2,Day,Cloudy,Industry,Yard/switching,4,18488,1252,19740,T110,40.334375000000001,-104.89828
NCRC,OP011515,2015-01-15,10:10 PM,Derailment,0,ALBION,NE,30.0,4,Dark,Clear,Industry,Yard/switching,5,25000,20000,45000,T314,41.679805999999999,-97.982894999999999
BNSF,MT1115107,2015-11-24,12:05 PM,Derailment,0,GREAT FALLS,MT,21.0,2,Day,Snow,Yard,Yard/switching,2,14271,2500,16771,T206,47.502688999999997,-111.324134
UP,1016SL012,2016-10-27,7:40 AM,Derailment,0,CUTLER,IL,65.0,2,Day,Cloudy,Industry,Freight Train,9,11810,1073,12883,T206,38.023069999999997,-89.59348
BNSF,MT0620103,2020-06-22,6:00 PM,Derailment,0,RESERVE,MT,73.0,3,Dusk,Clear,Main,Freight Train,9,136090,94000,230090,T001,48.576759000000003,-104.47557
BNSF,SW0721110,2021-07-29,2:02 PM,Derailment,0,ALBUQUERQUE,NM,98.0,2,Day,Clear,Industry,Yard/switching,5,44222,0,44222,T202,34.994731000000002,-106.663932
CC,917675,2017-03-30,12:35 AM,Derailment,0,LENA,IL,39.0,4,Dark,Rain,Siding,Freight Train,8,60000,342856,540031,T001,42.386713999999998,-89.836775000000003
IAIS,2016005,2016-01-21,9:50 AM,Derailment,0,BLUE ISLAND,IL,28.0,2,Day,Clear,Yard,Freight Train,7,43250,0,166250,T314,41.672232000000001,-87.668621000000002
UP,0615LA006,2015-06-07,1:55 PM,Derailment,0,BLOOMINGTON,CA,78.0,2,Day,Clear,Yard,Light loco(s),4,250,36800,37050,T207,34.067124999999997,-117.370532
BNSF,SW0622111,2022-06-15,11:30 PM,Derailment,0,ALBUQUERQUE,NM,65.0,4,Dark,Clear,Yard,Yard/switching,10,17166,4500,29666,T314,35.066704999999999,-106.65052799999999
BNSF,HL0720113,2020-07-18,7:23 PM,Derailment,0,AURORA,NE,84.0,4,Dark,Clear,Industry,Freight Train,1,581,80000,80581,T206,40.872087999999998,-98.045970999999994
TXN,170612010,2017-06-12,1:30 PM,Derailment,0,JAL,NM,106.0,2,Day,Clear,Main,Freight Train,5,35000,29350,64350,T109,32.110300000000002,-103.187
BNSF,TC0621107,2021-06-30,3:30 PM,Derailment,0,MORRIS,MN,84.0,2,Day,Clear,Industry,Freight Train,5,10552,1000,11552,T110,45.589469999999999,-95.918760000000006
NS,151967,2023-01-10,10:00 PM,Derailment,0,CHICAGO,IL,36.0,4,Dark,Clear,Yard,Yard/switching,3,3600,73041,76641,T110,41.694381999999997,-87.564355000000006
UP,1118NP011,2018-11-08,8:20 AM,Derailment,0,LISCO,NE,29.0,2,Day,Cloudy,Main,Freight Train,37,891525,240900,1132425,T204,41.491112000000001,-102.597589
BNSF,TC0722101,2022-07-04,2:35 PM,Derailment,0,RUGBY,ND,77.0,2,Day,Cloudy,Main,Freight Train,3,17594,20000,37594,T001,48.433028,-100.086382
UP,0517ST014,2017-05-30,8:10 AM,Derailment,0,HURLEY,NM,75.0,2,Day,Cloudy,Main,Freight Train,48,1239094,1092685,2331779,T399,32.208032000000003,-108.229366
INRD,644234,2017-10-31,3:25 AM,Derailment,0,TERRE HAUTE,IN,32.0,4,Dark,Clear,Industry,,0,0,75000,166378,T203,39.409374999999997,-87.381097999999994
ATK,169572,2021-10-14,9:30 PM,Other (describe in narrative),0,NORTH BERGEN,NJ,52.0,4,Dark,Clear,Main,,0,0,0,13000,T404,40.771867999999998,-74.042872000000003
MNN,MN10042019,2019-10-04,8:15 AM,Derailment,0,ROSEAU,MN,42.0,2,Day,Cloudy,Siding,Freight Train,7,12492,28230,40722,T110,48.844147,-95.772384000000002
BRC,13686,2016-02-03,11:55 PM,Derailment,0,CHICAGO,IL,25.0,4,Dark,Clear,Industry,,0,0,2895,176771,T204,41.764831000000001,-87.810084000000003
UP,1019GP017,2019-10-24,5:05 PM,Derailment,0,KEARNEY,NE,48.0,2,Day,Clear,Industry,Freight Train,3,48428,16825,65253,T314,40.712085999999999,-99.058874000000003
BNSF,CH0822113,2022-08-23,6:00 PM,Derailment,0,HODGKINS,IL,75.0,3,Dusk,Clear,Industry,Yard/switching,7,1255,13923,15178,T001,41.759148000000003,-87.864525999999998
ATK,151645,2018-01-20,6:38 AM,Other (describe in narrative),0,WEEHAWKEN,NJ,30.0,2,Day,Clear,Main,,0,0,20000,31150,T404,40.771329000000001,-74.041974999999994
NS,141792,2021-06-06,6:45 PM,Derailment,0,CHICAGO,IL,89.0,3,Dusk,Clear,Yard,Yard/switching,5,11503,5904,17407,T110,41.795347,-87.635316000000003
BNSF,MT0623102,2023-06-12,1:45 PM,Derailment,0,WILLISTON,ND,85.0,2,Day,Clear,Main,Freight Train,24,11836,91680,103516,T109,48.133564,-103.685858
TNHR,TNH819321,2021-07-28,1:00 PM,Derailment,0,ANDALUSIA,AL,95.0,2,Day,Clear,Main,Freight Train,8,4500,12500,17000,T108,31.398961,-86.605451000000002
MNBR,MNB793021,2021-06-09,2:30 AM,Derailment,0,MYRTLEWOOD,AL,75.0,4,Dark,Clear,Main,,0,0,85124,92649,T001,32.265846000000003,-87.891557000000006
RRVW,19711,2019-10-04,4:35 PM,Derailment,0,SHELDON,ND,48.0,2,Day,Cloudy,Main,Freight Train,8,28700,55044,83744,T111,46.573518999999997,-97.540629999999993
UP,0723HL013,2023-07-19,4:40 AM,Derailment,0,KANSAS CITY,MO,73.0,1,Dawn,Cloudy,Yard,Freight Train,8,60887,16840,77727,T206,39.122297000000003,-94.538871
UP,0517LV043,2017-05-29,1:40 PM,Derailment,0,NEW ORLEANS,LA,85.0,2,Day,Clear,Main,Freight Train,10,0,0,27000,T317,29.970711000000001,-90.167902999999995
CSX,000178882,2018-09-20,5:14 PM,Derailment,0,MULBERRY,FL,89.0,2,Day,Clear,Industry,Freight Train,7,10769,97,10866,T202,27.841819000000001,-82.041426000000001
UP,0515PR018,2015-05-19,10:05 PM,Derailment,0,SOUTH HOLLAND,IL,70.0,4,Dark,Clear,Yard,Yard/switching,7,10210,3894,14104,T103,41.636847000000003,-87.612342999999996
EIRR,180322002,2018-03-22,10:00 AM,Derailment,0,BURLEY,ID,40.0,2,Day,Rain,Main,Freight Train,5,65000,50000,115000,T110,42.538193999999997,-113.803416
BNSF,PR0323101,2023-03-02,12:30 PM,Derailment,0,GOLDEN,CO,53.0,2,Day,Clear,Industry,Freight Train,3,21000,2000,23000,T113,39.766250999999997,-105.20722000000001
UPME,0719CM016,2019-07-27,9:49 AM,Derailment,0,CHICAGO,IL,76.0,2,Day,Clear,Yard,Light loco(s),5,500,17352,17852,T299,41.884832000000003,-87.640084999999999
DCR,230617DCR,2023-06-17,10:40 AM,Derailment,0,DELMAR,MD,73.0,2,Day,Clear,Yard,Freight Train,10,40800,18700,59500,T319,38.445222999999999,-75.581677999999997
SKOL,IN190508,2019-05-08,8:00 AM,Other (describe in narrative),0,WINFIELD,KS,70.0,2,Day,Rain,Yard,Freight Train,5,0,2500000,5250000,T002,37.244909999999997,-97.010243000000003
NS,137780,2020-04-21,2:15 PM,Derailment,0,UNIONVILLE,GA,79.0,2,Day,Clear,Industry,Freight Train,6,132,12049,12181,T110,31.415272999999999,-83.497928000000002
CSX,000160487,2016-06-13,4:02 AM,Derailment,0,BALTIMORE,MD,61.0,4,Dark,Clear,Main,Freight Train,24,1061108,108237,1169345,T199,39.319079000000002,-76.619505000000004
UP,1021MA003,2021-10-03,3:40 PM,Derailment,0,EAST ST LOUIS,IL,71.0,2,Day,Cloudy,Yard,Freight Train,3,19018,0,19117,T403,38.596029999999999,-90.147513000000004
UP,1119GL027,2019-11-21,3:31 PM,Derailment,0,CLINTON,IA,41.0,2,Day,Cloudy,Yard,Yard/switching,2,10895,47960,58855,T207,41.816039000000004,-90.221677
NS,138417,2020-07-04,11:45 AM,Derailment,0,ATLANTA,GA,87.0,2,Day,Clear,Yard,Freight Train,1,10876,12466,23342,T110,33.793886999999998,-84.445407000000003
GIMY,GIM803215,2015-12-12,11:30 AM,Derailment,0,SAVANNAH,GA,74.0,2,Day,Clear,Yard,,0,0,27000,27100,T311,32.056331999999998,-81.152394000000001
UP,0815LK007,2015-08-10,6:05 AM,Derailment,0,SHREVEPORT,LA,90.0,1,Dawn,Cloudy,Yard,Yard/switching,4,56267,1325,57592,T317,32.437083999999999,-93.921548999999999
NS,142567,2021-08-17,1:35 PM,Derailment,0,TIFTON,GA,89.0,2,Day,Cloudy,Industry,Freight Train,8,2150,10436,12586,T110,31.445889000000001,-83.508959000000004
UP,1119GL026,2019-11-21,1:37 AM,Derailment,0,CEDAR RAPIDS,IA,46.0,4,Dark,Rain,Yard,Freight Train,3,5962,6365,12327,T202,41.930042,-91.723483000000002
GC,GCR807915,2015-12-27,12:10 PM,Derailment,0,SAVANNAH,GA,75.0,2,Day,Cloudy,Yard,Yard/switching,4,11894,14000,25894,T202,32.077427,-81.122665999999995
UP,0422GP012,2022-04-15,3:00 AM,Derailment,0,DENVER,CO,46.0,4,Dark,Cloudy,Yard,Freight Train,6,954,100182,101136,T207,39.774039000000002,-104.866719
NICD,N2100014,2021-07-23,4:10 PM,Derailment,0,MICHIGAN CITY,IN,91.0,2,Day,Clear,Yard,Cut of cars,5,45990,17040,63030,T314,41.714100999999999,-86.861829
NIRC,2018071092,2018-11-01,6:28 PM,Other impacts,0,CHICAGO,IL,47.0,4,Dark,Clear,Main,EMU,30,35356,17520,52876,T404,41.770499999999998,-87.59272
UP,0621HL009,2021-06-10,1:38 PM,Derailment,0,OSAWATOMIE,KS,91.0,2,Day,Clear,Main,Freight Train,41,26876,6705,33581,T109,38.461002999999998,-95.028638000000001
CSX,000177060,2018-06-17,8:12 PM,Derailment,0,PRINCETON,IN,89.0,3,Dusk,Clear,Main,Cut of cars,0,131923,283656,1803908,T109,38.320793000000002,-87.575316000000001
BNSF,HL1223119,2023-12-28,12:03 PM,Derailment,0,ST LOUIS,MO,38.0,2,Day,Clear,Yard,Freight Train,4,249391,119425,368816,T202,38.612665999999997,-90.303329000000005
DAIR,022021,2021-06-15,4:58 PM,Derailment,0,AKRON,IA,84.0,2,Day,Clear,Main,Freight Train,10,18000,71000,89000,T109,42.866014,-96.528022000000007
NS,122877,2016-11-23,10:30 PM,Derailment,0,IRONDALE,AL,65.0,4,Dark,Clear,Yard,Yard/switching,4,10671,20891,31562,T110,33.548904999999998,-86.67801
UP,0516KC009,2016-05-21,4:41 PM,Derailment,0,KANSAS CITY,KS,74.0,2,Day,Clear,Main,Freight Train,6,35203,0,50108,T103,39.084420000000001,-94.610874999999993
CSX,000210444,2023-03-23,4:30 PM,Derailment,0,LAFAYETTE,IN,45.0,3,Dusk,Cloudy,Yard,Yard/switching,6,95218,2630,97848,T210,40.442542000000003,-86.880331999999996
CRL,CRL171754,2017-06-06,9:00 PM,Derailment,0,CHICAGO,IL,70.0,4,Dark,Clear,Yard,Freight Train,5,45244,14250,59494,T108,41.682989999999997,-87.558319999999995
BNSF,TC1115100,2015-11-01,1:00 PM,Derailment,0,MINNEAPOLIS,MN,45.0,2,Day,Cloudy,Yard,Yard/switching,8,9944,2000,11944,T202,45.049612000000003,-93.273448000000002
UP,0523RM016,2023-05-16,8:45 PM,Derailment,0,POCATELLO,ID,73.0,4,Dark,Cloudy,Main,Freight Train,24,673474,308582,982056,T001,42.827325999999999,-112.409519
CSX,000177374,2018-07-04,9:32 AM,Derailment,0,INDIANAPOLIS,IN,90.0,2,Day,Cloudy,Yard,Single Car,10,9920,38796,72849,T101,39.759791,-86.327526000000006
UP,1016KC004,2016-10-10,3:50 PM,Derailment,0,KANSAS CITY,KS,72.0,2,Day,Cloudy,Yard,Yard/switching,4,10690,47387,58077,T110,39.127124000000002,-94.604388999999998
NICD,N1700033,2017-10-10,6:45 AM,Other (describe in narrative),0,NEW CARLISLE,IN,60.0,1,Dawn,Clear,Main,Commuter Train - Pulling,15,32933,5719,38652,T404,41.716732999999998,-86.602626000000001
WC,1109943,2022-07-30,7:05 PM,Derailment,0,ORR,MN,80.0,4,Dark,Clear,Main,Freight Train,47,907818,613373,1521191,T109,47.938656999999999,-92.766838000000007
NS,133055,2019-03-01,4:40 PM,Derailment,0,DECATUR,IL,32.0,3,Dusk,Clear,Yard,Yard/switching,6,17909,6130,24039,T110,39.858401000000001,-88.898396000000005
CSX,000193986,2020-11-20,6:53 PM,Derailment,0,HAMLET,NC,55.0,3,Dusk,Clear,Yard,Freight Train,10,142511,28124,170635,T199,34.925491000000001,-79.646586999999997
UP,0722HL015,2022-07-11,7:25 PM,Derailment,0,KANSAS CITY,MO,86.0,3,Dusk,Cloudy,Yard,Yard/switching,8,310604,65425,376029,T314,39.122098000000001,-94.539834999999997
CVR,CVR041018D,2018-04-10,8:00 PM,Derailment,0,DODGE CITY,KS,50.0,4,Dark,Clear,Yard,Freight Train,5,800,0,13300,T314,37.751641999999997,-100.00681400000001
PAL,2017JUL1D,2017-07-11,4:25 PM,Derailment,0,LOUISVILLE,KY,84.0,2,Day,Clear,Industry,Freight Train,7,2135,10114,12249,T110,38.204535999999997,-85.794166000000004
MNBR,MNB737315,2015-08-02,2:30 PM,Derailment,0,MYRTLEWOOD,AL,90.0,2,Day,Clear,Siding,Freight Train,4,500,17332,17832,T001,32.261826999999997,-87.942729
UP,0517LV039,2017-05-28,10:39 AM,Derailment,0,AVONDALE,LA,85.0,2,Day,Cloudy,Yard,Yard/switching,1,14063,5000,19063,T101,29.918256,-90.192772000000005
LSRC,D240216,2024-02-16,11:20 AM,Derailment,0,FLINT,MI,25.0,2,Day,Cloudy,Yard,Yard/switching,3,6404,10329,16733,T110,43.090370999999998,-83.677111999999994
UP,0823PR008,2023-08-11,10:30 AM,Derailment,0,WINONA,MN,72.0,2,Day,Clear,Yard,Yard/switching,4,1888,17202,19090,T110,44.057364,-91.646739999999994
BNSF,SF0115114,2015-01-25,7:15 PM,Derailment,0,SPRINGFIELD,MO,36.0,3,Dusk,Rain,Yard,Light loco(s),5,17000,2000,19000,T301,37.134535999999997,-93.184286
LSI,64316,2015-03-26,12:30 PM,Derailment,0,PALMER,MI,28.0,2,Day,Cloudy,Industry,Freight Train,2,3350,16996,20346,T314,46.433388999999998,-87.637786000000006
UP,0418TC003,2018-04-05,2:47 AM,Derailment,0,SHAKOPEE,MN,15.0,4,Dark,Cloudy,Yard,Freight Train,8,174936,19952,194888,T110,44.795588000000002,-93.450581999999997
ARZC,ARZ673018D,2018-05-27,8:50 PM,Derailment,0,CADIZ,CA,80.0,4,Dark,Clear,Main,Freight Train,27,741547,109012,850559,T207,34.277377999999999,-115.17209200000001
GRS,20221120B2,2022-11-20,5:45 AM,Derailment,0,DEERFIELD,MA,26.0,1,Dawn,Clear,Yard,Freight Train,3,27058,1000,28058,T299,42.563853000000002,-72.560728999999995
KCS,22121303,2022-12-13,3:35 PM,Derailment,0,KANSAS CITY,MO,56.0,2,Day,Cloudy,Industry,Freight Train,5,15850,32000,47850,T110,39.121257999999997,-94.497523999999999
UP,0615KC014,2015-06-15,4:55 PM,Derailment,0,KANSAS CITY,MO,85.0,2,Day,Cloudy,Yard,Yard/switching,6,29029,70460,99489,T314,39.120010000000001,-94.534937999999997
IC,866620,2015-09-27,6:35 PM,Derailment,0,ROSELAND,LA,75.0,3,Dusk,Cloudy,Industry,Freight Train,5,53941,6838,60779,T111,30.773982,-90.509568999999999
BNSO,BNSO517100,2017-05-03,5:10 AM,Derailment,0,AURORA,IL,40.0,1,Dawn,Clear,Yard,Commuter Train - Pushing,5,10000,0,57535,T111,41.766508999999999,-88.301508999999996
NOPB,NOPB0079F,2024-07-13,9:15 AM,Derailment,0,NEW ORLEANS,LA,88.0,2,Day,Clear,Yard,Freight Train,5,25000,1200,26200,T103,29.915600000000001,-90.106859999999998
MNBR,MNB563820,2020-03-03,4:15 PM,Derailment,0,MYRTLEWOOD,AL,60.0,2,Day,Cloudy,Siding,Freight Train,8,5000,6234,11234,T103,32.258543000000003,-87.967348000000001
FEC,D63100717,2017-10-07,3:00 AM,Derailment,0,FORT LAUDERDALE,FL,81.0,4,Dark,Clear,Yard,Yard/switching,10,9931,5303,15234,T111,26.081755999999999,-80.126973000000007
INRD,644280,2021-09-21,2:00 AM,Derailment,0,SULLIVAN,IN,70.0,4,Dark,Cloudy,Industry,Freight Train,5,114000,24000,138000,T110,39.069661000000004,-87.488600000000005
BNSF,KS0516111,2016-05-27,9:18 AM,Derailment,0,ABILENE,KS,66.0,2,Day,Cloudy,Yard,,0,0,362505,771792,T206,38.913189000000003,-97.229761999999994
UP,0619GL033,2019-06-30,5:45 AM,Derailment,0,ST PAUL,MN,74.0,1,Dawn,Cloudy,Yard,Freight Train,3,17210,4678,21888,T001,44.941916999999997,-93.050663
BNSF,HL1018104,2018-10-10,3:45 AM,Derailment,0,SPRINGFIELD,MO,70.0,4,Dark,Cloudy,Yard,Freight Train,5,1155,65000,66155,T207,37.227828000000002,-93.320483999999993
BNSF,HL0421121,2021-04-16,11:45 AM,Derailment,0,AMORY,MS,65.0,2,Day,Clear,Industry,Yard/switching,10,0,80000,80000,T110,33.991304999999997,-88.507480000000001
CP,1001148695,2020-01-03,11:02 AM,Derailment,1,LE CLAIRE,IA,30.0,2,Day,Cloudy,Main,Freight Train,37,766015,21960,787975,T210,41.598277000000003,-90.343102000000002
CIC,D201915,2019-11-16,5:45 PM,Derailment,0,CEDAR RAPIDS,IA,37.0,2,Day,Clear,Yard,Freight Train,2,0,0,72320,T210,41.980995999999998,-91.667400000000001
CSX,000213265,2023-09-02,1:45 PM,Derailment,0,DETROIT,MI,90.0,2,Day,Clear,Industry,Freight Train,8,1896,580,15810,T110,42.295127999999998,-83.127267000000003
FEC,D48080217,2017-08-02,5:20 PM,Derailment,0,JACKSONVILLE,FL,89.0,2,Day,Cloudy,Yard,Yard/switching,3,14222,955,15177,T319,30.254287999999999,-81.612392
CSX,000194157,2020-11-20,7:50 PM,Derailment,0,TANNER,AL,43.0,3,Dusk,Clear,Yard,Freight Train,5,21756,22250,44006,T202,34.639436000000003,-86.970082000000005
UP,0918DV022,2018-09-23,10:40 AM,Derailment,0,SALINA,KS,75.0,2,Day,Clear,Yard,Freight Train,8,93222,3370,96592,T210,38.853033000000003,-97.600954000000002
IR,IR223110,2022-04-04,2:50 PM,Derailment,0,PERU,IL,47.0,2,Day,Cloudy,Industry,Freight Train,7,125500,200000,325500,T001,41.373333000000002,-89.181944000000001
ALS,20190808,2019-08-08,1:25 PM,Derailment,0,EAST ST LOUIS,IL,91.0,2,Day,Clear,Yard,,0,0,9389,39441,T199,38.598909999999997,-90.148268000000002
CSX,000141895,2015-02-22,10:30 AM,Other impacts,0,AVON,IN,25.0,2,Day,Cloudy,Yard,Yard/switching,5,67323,0,71840,T305,39.759779000000002,-86.328326000000004
UP,0918LA025,2018-09-16,7:15 AM,Derailment,0,LOS ANGELES,CA,85.0,2,Day,Clear,Yard,Freight Train,5,1463,82582,84045,T110,34.008237000000001,-118.170204
UP,1021PR003,2021-10-04,2:55 AM,Derailment,0,SOUTH HOLLAND,IL,65.0,4,Dark,Cloudy,Yard,Yard/switching,5,3448,14032,17480,T201,41.604764000000003,-87.612119000000007
KJRY,KJRY210111,2021-01-11,8:15 PM,Derailment,0,KEOKUK,IA,24.0,2,Day,Clear,Yard,Freight Train,4,6665,24900,31565,T110,40.386809,-91.402274000000006
UP,1022GL004,2022-10-05,2:40 AM,Derailment,0,ST PAUL,MN,60.0,4,Dark,Cloudy,Yard,Freight Train,8,12180,1974,14154,T199,44.942301,-93.051314000000005
CSX,000199597,2021-08-19,8:04 AM,Derailment,0,FOUNTAINTOWN,IN,72.0,2,Day,Cloudy,Main,Freight Train,36,669034,66610,735644,T210,39.697958999999997,-85.786980999999997
BNSF,CH0515112,2015-05-28,8:15 AM,Derailment,0,AURORA,IL,75.0,1,Dawn,Clear,Yard,Yard/switching,5,15555,1000,16555,T110,41.772809000000002,-88.259900999999999
BLU,201209001,2020-12-09,2:25 PM,Derailment,0,CANTON,NC,50.0,2,Day,Clear,Industry,Freight Train,5,0,50000,50000,T110,35.532108999999998,-82.844279999999998
UP,0422RM002,2022-04-04,9:29 PM,Derailment,0,POCATELLO,ID,51.0,4,Dark,Cloudy,Yard,Yard/switching,9,3422,8000,11422,T207,42.879800000000003,-112.46780099999999
UP,0822GC005,2022-08-06,4:45 PM,Derailment,0,AVONDALE,LA,89.0,2,Day,Clear,Yard,Yard/switching,6,57267,9412,66679,T110,29.915745999999999,-90.188069999999996
NS,154100,2023-09-02,1:40 PM,Derailment,0,DETROIT,MI,80.0,2,Day,Clear,Yard,,0,0,13334,15810,T110,42.295628000000001,-83.127446000000006
UP,0621GL032,2021-06-29,3:10 PM,Derailment,0,MASON CITY,IA,83.0,2,Day,Clear,Industry,Freight Train,5,318,0,318,T311,43.134681,-93.217279000000005
UP,0715KC013,2015-07-17,3:47 PM,Derailment,0,PRINCETON,MO,95.0,2,Day,Clear,Main,Freight Train,44,10152,490497,500649,T002,40.395860999999996,-93.573111999999995
