reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
BNSF,PR0324107,2024-03-25,7:00 AM,Derailment,0,DENVER,CO,39,1,Dawn,Snow,Main,Light loco(s),7,154,20000,20154,H305,39.766,-104.992295,38.3,21.3,28.9
FEC,X01010420,2020-01-04,8:06 AM,Hwy-rail crossing,0,POMPANO BEACH,FL,80,2,Day,Clear,Main,,0,0,656,17350,M308,26.15375,-80.0704,78.4,78.1,62.6
CRSH,137672,2020-04-05,5:15 PM,Other impacts,0,PAULSBORO,NJ,63,3,Dusk,Clear,Industry,Freight Train,5,351839,0,351839,H302,39.843655,-75.224524,51.5,55.6,58.1
BNSF,CH0217110,2017-02-16,4:03 AM,Derailment,0,EOLA,IL,30,1,Dawn,Clear,Yard,Light loco(s),5,8500,33238,41738,H607,41.775414,-88.240212,31.7,36.2,46.5
UP,0215DV017,2015-02-27,2:13 AM,Derailment,0,DENVER,CO,8,4,Dark,Snow,Yard,Light loco(s),7,55647,200,55847,H702,39.770904,-104.973203,12.4,9.3,11.9
RTDC,112499,2019-08-14,9:43 PM,Hwy-rail crossing,0,DENVER,CO,71,4,Dark,Clear,Main,EMU,37,25000,0,25000,M308,39.772035,-104.903477,74.7,73.7,77.9
CSX,000164968,2016-12-06,11:00 AM,Derailment,0,TAMPA,FL,75,2,Day,Clear,Yard,Yard/switching,4,15658,2740,18398,H702,27.955841,-82.389523,75.6,75.1,68.5
BNSF,PR0617101,2017-06-05,4:20 PM,Other (describe in narrative),0,BRUSH,CO,85,2,Day,Clear,Main,Maint./inspect Car,2,0,17000,17000,H402,40.252687,-103.655076,65.1,69.1,67.1
CSX,000205052,2022-05-19,8:00 PM,Derailment,0,MONON,IN,76,4,Dark,Clear,Yard,Single Car,0,2094,3990,62969,H704,40.862596,-86.8845,61,68.1,76
ATK,164075,2020-04-10,2:30 PM,Derailment,0,WASHINGTON,DC,52,2,Day,Clear,Yard,Light loco(s),7,26427,512,26939,H607,38.9162,-76.986,59.5,47.3,51
CSX,000177522,2018-07-11,1:38 PM,Other impacts,0,TAMPA,FL,91,2,Day,Clear,Yard,Yard/switching,3,11078,418,16553,H018,27.955841,-82.389523,83,82.9,82.8
NS,151046,2022-10-03,3:05 PM,Hwy-rail crossing,0,SOUTH WHITLEY,IN,70,2,Day,Clear,Main,Freight Train,50,13829,0,13829,M302,41.089303,-85.647328,57.4,51.5,50.7
CSX,000209279,2023-01-14,10:30 AM,Derailment,0,INDIANAPOLIS,IN,28,2,Day,Cloudy,Yard,Yard/switching,4,138000,210180,348180,T221,39.762915,-86.106839,33.5,28.9,31.5
ALS,20180930,2018-09-30,3:05 AM,Derailment,0,EAST ST LOUIS,IL,56,4,Dark,Cloudy,Yard,Yard/switching,0,22500,9080,31580,H307,38.58461,-90.133222,60.8,68.6,71.4
UP,0217DV006,2017-02-01,8:20 PM,Derailment,0,COLORADO SPGS,CO,25,4,Dark,Cloudy,Yard,Freight Train,5,3334,19395,22729,M405,38.794983,-104.781284,49.3,31.1,17.5
NS,145811,2022-07-07,6:30 AM,Derailment,0,ELKHART,IN,65,1,Dawn,Clear,Yard,Yard/switching,2,3500,21794,25294,M411,41.677391,-85.978436,76,75.4,74.7
BNSF,PR0615103,2015-06-05,7:00 PM,Derailment,0,LITTLETON,CO,60,3,Dusk,Cloudy,Main,Work train,5,42843,0,42843,M202,39.593883,-105.021188,64.8,60.8,62.6
CSX,000200823,2021-10-20,7:15 AM,Side collision,0,INDIANAPOLIS,IN,48,4,Dark,Clear,Yard,Yard/switching,6,116257,856,352676,H306,39.759791,-86.327526,56.4,59,58.9
MNCW,82805,2024-06-23,2:45 PM,Obstruction,0,NEW HAVEN,CT,85,2,Day,Cloudy,Main,Spec. MoW Equip.,1,11000,0,31155,H997,41.288308,-72.939352,77,78.3,76.1
NS,151522,2022-11-18,3:30 PM,Other (describe in narrative),0,OSCEOLA,IN,23,2,Day,Clear,Yard,Yard/switching,4,17054,34551,51605,H702,41.666583,-86.033424,30.3,25.3,22
ATK,152176,2018-03-02,7:36 AM,Hwy-rail crossing,0,HUMBOLDT,IL,34,2,Day,Clear,Main,Passenger Train - Pulling,79,7186,0,24930,M308,39.601028,-88.321365,45,37.9,39.4
CSX,000199606,2021-08-20,6:42 PM,Side collision,0,INDIANAPOLIS,IN,80,3,Dusk,Clear,Yard,Cut of cars,2,1256,0,73586,H999,39.759791,-86.327526,77.1,76.6,78.2
BNSF,PR0120114,2020-01-22,3:05 AM,Derailment,0,PUEBLO,CO,29,4,Dark,Clear,Yard,Yard/switching,10,14810,18633,33443,H506,38.235076,-104.602949,33.2,43.3,32
CSX,000201357,2021-11-16,1:31 PM,Derailment,0,INDIANAPOLIS,IN,54,2,Day,Clear,Yard,Freight Train,0,43492,48,61691,H305,39.759791,-86.327526,33.7,43.3,59
UP,0717DV005,2017-07-05,6:35 PM,Derailment,0,DENVER,CO,93,2,Day,Clear,Main,,0,0,67239,68239,H994,39.803335,-105.017227,76.1,79.3,79.4
IC,989814,2019-03-03,5:45 AM,Side collision,0,RESERVE,LA,45,1,Dawn,Clear,Industry,Cut of cars,5,400,0,50550,H306,30.095983,-90.590596,69,64.9,44.3
BNSF,PR1116105,2016-11-08,6:15 PM,Derailment,0,DENVER,CO,60,3,Dusk,Clear,Yard,Cut of cars,0,19485,0,52379,H525,39.767371,-104.992122,49,47.9,52.4
BNSF,PR0916109,2016-09-18,1:41 AM,Derailment,0,DENVER,CO,65,4,Dark,Clear,Yard,Yard/switching,3,12700,1500,14200,H312,39.77229,-104.987837,61.5,69.1,71.9
BNSF,KS1219108,2019-12-15,1:10 AM,Derailment,0,FLORENCE,KS,28,4,Dark,Snow,Main,Freight Train,48,3525,470000,473525,E62C,38.245018,-96.894248,32.5,24.7,22.1
NICD,N1500012,2015-05-08,4:25 AM,Other (describe in narrative),0,MICHIGAN CITY,IN,58,4,Dark,Clear,Yard,Cut of cars,5,14176,0,14176,H399,41.713205,-86.864495,73.4,70.3,58.3
UP,0723GP002,2023-07-03,9:00 AM,Derailment,0,DENVER,CO,70,2,Day,Clear,Yard,Yard/switching,5,477,30130,30607,H306,39.785936,-104.999101,70.6,72.3,67
ATK,162345,2019-12-11,7:25 AM,Other (describe in narrative),0,WASHINGTON,DC,32,1,Dawn,Clear,Main,,0,0,22868,22868,H222,38.900792,-77.005161,54,37.1,34
UP,0717PD004,2017-07-01,10:52 AM,Fire/violent rupture,0,PENDLETON,OR,70,2,Day,Clear,Main,Freight Train,60,59404,0,59404,E74L,45.453458,-118.414566,72.6,74,75
ATK,143215,2016-07-06,10:00 AM,Hwy-rail crossing,0,WEST PALM BEACH,FL,90,2,Day,Clear,Main,Passenger Train - Pulling,50,16305,0,16305,M307,26.736631,-80.064581,87,87,87.1
NS,140003,2020-12-14,3:03 AM,Derailment,0,ELKHART,IN,30,4,Dark,Clear,Yard,Freight Train,8,7768,4321,12089,H520,41.67736,-85.978495,35.3,29.8,24.2
MNCW,2015070206,2015-07-02,2:32 AM,Obstruction,0,STAMFORD,CT,65,4,Dark,Clear,Yard,EMU,7,48000,3250,51250,H522,41.04906,-73.535165,74.1,70.5,69.8
UP,0724GC012,2024-07-16,11:02 AM,Other impacts,0,LOTTIE,LA,87,2,Day,Clear,Yard,Cut of cars,2,12771,0,13053,M411,30.521767,-91.55272,81.9,82.8,79.6
BNSF,RD1117130,2017-11-29,10:20 PM,Other impacts,0,ENID,OK,40,4,Dark,Clear,Main,Freight Train,5,20995,0,20995,H302,36.412461,-97.863146,57.2,46.4,45.2
BNSF,PR1021110,2021-10-18,11:21 PM,Side collision,0,DENVER,CO,48,4,Dark,Clear,Yard,Light loco(s),7,19200,0,59064,H607,39.763572,-104.993317,55.6,59.6,46.6
ATK,138546,2015-08-02,6:15 PM,Other (describe in narrative),0,NEW HAVEN,CT,80,2,Day,Clear,Yard,Light loco(s),5,17963,0,17963,H702,41.296961,-72.925851,75.5,74.4,77.2
BLF,20190151,2019-04-02,3:00 PM,Hwy-rail crossing,0,POMPANO BEACH,FL,89,2,Day,Cloudy,Main,Passenger Train - Pulling,79,10793,0,11205,M308,26.234206,-80.125141,76.4,76.7,75.9
ATK,176985,2023-10-29,1:23 PM,Other (describe in narrative),0,NEW HAVEN,CT,52,2,Day,Rain,Main,Yard/switching,15,2073,0,58073,E78L,41.298254,-72.925251,67.5,54.1,52.9
BNSF,PR0824109,2024-08-22,11:13 PM,Derailment,0,BOULDER,CO,68,4,Dark,Clear,Main,Cut of cars,0,0,0,1720000,M502,40.019582,-105.23506,78.8,73.6,70.9
UP,0519GP038,2019-05-31,4:50 PM,Hwy-rail crossing,0,PIERCE,CO,76,2,Day,Cloudy,Main,Freight Train,59,21963,297,22260,M304,40.64006,-104.75368,56.2,59.5,61.6
UP,0516DV016,2016-05-31,5:50 PM,Derailment,0,CRAIG,CO,55,2,Day,Clear,Yard,Freight Train,7,55847,3000,58847,M503,40.510597,-107.537097,55.3,55.4,55.7
GRW,23,2015-07-23,3:50 PM,Derailment,0,GARY,IN,80,2,Day,Clear,Industry,Yard/switching,5,5000,9220,14220,E40C,41.624866,-87.333857,71.6,74,74.8
BNSF,PR0316103,2016-03-09,4:00 PM,Raking collision,0,PUEBLO,CO,55,2,Day,Clear,Yard,Yard/switching,9,169447,0,170247,H307,38.281566,-104.634381,43.3,46,48.4
UP,0123HO029,2023-01-27,10:15 PM,Derailment,3,KEATCHIE,LA,44,4,Dark,Clear,Main,Freight Train,30,1045652,817711,1863363,E53C,32.200361,-93.890747,41.6,44.8,54.8
UP,0418SL005,2018-04-07,10:07 PM,Derailment,0,SALEM,IL,34,4,Dark,Cloudy,Yard,Yard/switching,10,59355,38858,98213,H702,38.648707,-88.919131,44.6,34.3,36.3
BNSF,PR0222118,2022-02-21,2:15 PM,Derailment,0,DENVER,CO,29,2,Day,Cloudy,Yard,Yard/switching,4,20667,8350,29017,M203,39.774675,-104.984378,45.6,30,1.9
UP,0618DV004,2018-06-04,3:50 AM,Other impacts,0,DENVER,CO,58,4,Dark,Clear,Yard,Yard/switching,0,49040,0,52413,H318,39.76984,-104.976857,64.4,72.9,78.7
CFRC,17006,2017-01-06,7:15 PM,Hwy-rail crossing,0,KISSIMMEE,FL,78,4,Dark,Cloudy,Main,,0,0,18915,41336,M304,28.258899,-81.486016,64.1,64.6,59.7
UP,0923GP009,2023-09-06,4:40 AM,Derailment,0,BENNETT,CO,54,1,Dawn,Cloudy,Main,Freight Train,50,76172,246875,323047,E34C,39.75692,-104.462342,65.7,69.5,73
UP,0623GP035,2023-06-15,10:50 PM,Derailment,0,COMMERCE CITY,CO,73,4,Dark,Cloudy,Yard,,0,0,165,237083,H307,39.806136,-104.940649,61.6,62.4,54.2
BNSF,PR0715122,2015-07-31,3:22 PM,Derailment,0,PUEBLO,CO,90,2,Day,Clear,Yard,Freight Train,6,43187,7000,61453,E35C,38.270714,-104.623335,77.3,77.1,75.7
CSX,000208892,2022-12-17,12:00 AM,Side collision,0,INDIANAPOLIS,IN,32,4,Dark,Cloudy,Yard,Yard/switching,4,18755,0,21021,H307,39.759798,-86.327516,32.8,28.7,23.9
NS,151894,2023-01-02,7:30 AM,Other impacts,0,BELLEVUE,OH,48,1,Dawn,Rain,Yard,Single Car,0,31945,80000,194991,H312,41.288344,-82.803529,42.5,45,48.3
WC,1116324,2022-10-15,8:45 AM,Side collision,0,GARY,IN,36,2,Day,Clear,Yard,Yard/switching,5,203000,0,216065,M411,41.630071,-87.41169,46.4,44.3,47.9
CSX,000206581,2022-08-09,2:00 AM,Obstruction,0,HILLSDALE,IN,70,4,Dark,Rain,Main,Freight Train,60,31871,0,31871,M404,39.788546,-87.386057,81.1,71.1,70.7
CSX,000204646,2022-04-30,1:00 AM,Side collision,0,INDIANAPOLIS,IN,57,4,Dark,Cloudy,Yard,Yard/switching,7,149787,0,475231,H307,39.759798,-86.327516,59.8,64.1,60.5
NS,152272,2023-02-11,7:38 AM,Derailment,0,ELKHART,IN,24,1,Dawn,Clear,Yard,Light loco(s),15,86928,7944,94872,E46L,41.677392,-85.978437,35.5,31.4,37.9
RTDC,245230,2023-03-30,2:29 AM,Other (describe in narrative),0,DENVER,CO,21,4,Dark,Clear,Main,EMU,15,0,22544,22544,H605,39.783406,-104.996813,34.7,44.5,40.5
UP,0918DV032,2018-09-29,1:00 PM,Hwy-rail crossing,0,PIERCE,CO,75,2,Day,Clear,Main,Freight Train,44,14602,99,14701,M302,40.668264,-104.764856,44.5,54,47.2
UP,0724GC001,2024-07-02,4:23 AM,Other impacts,0,LOTTIE,LA,76,1,Dawn,Clear,Yard,Single Car,0,85,0,105059,M411,30.526986,-91.554019,83.7,86.1,85.9
BNSF,PR0315109,2015-03-11,12:00 PM,Derailment,0,GOLDEN,CO,55,2,Day,Clear,Yard,Yard/switching,2,8540,402500,411040,H307,39.763466,-105.213993,45.5,49.8,51.4
BNSF,PR1117108,2017-11-12,8:00 AM,Side collision,0,DENVER,CO,40,1,Dawn,Clear,Yard,Light loco(s),0,15300,0,56100,H307,39.765969,-104.99239,42.2,41.4,52.8
BNSF,PR1023107,2023-10-13,11:33 AM,Derailment,0,PUEBLO,CO,55,2,Day,Clear,Yard,Yard/switching,8,264061,0,264061,H306,38.273534,-104.626125,56.4,49.5,41.8
BNSF,KS0220106,2020-02-14,6:51 AM,Other (describe in narrative),0,KANSAS CITY,KS,5,1,Dawn,Clear,Yard,Yard/switching,2,45824,42188,88012,M199,39.086208,-94.694356,10.2,17.3,35.9
CSX,000169516,2017-06-11,1:38 PM,Derailment,0,LAKELAND,FL,75,2,Day,Cloudy,Yard,Freight Train,6,11942,478,12420,H504,28.009306,-81.995662,77.4,77.5,79.4
NS,141120,2021-04-03,3:45 PM,Other impacts,0,ELKHART,IN,65,2,Day,Clear,Yard,Single Car,0,761,0,31792,M411,41.677391,-85.978436,32.8,49.2,57
BNSF,PR0616106,2016-06-13,4:00 PM,Derailment,0,DENVER,CO,80,2,Day,Rain,Industry,Light loco(s),7,5000,5725,10725,H607,39.798386,-104.997574,69.9,62.2,65.5
NS,129614,2018-05-26,6:15 AM,Derailment,0,HOMER,IL,72,1,Dawn,Clear,Main,Freight Train,44,319,90408,90727,E61C,40.035301,-87.952228,77.3,77.5,81.6
CSX,000175672,2018-04-06,12:27 PM,Derailment,0,JACKSONVILLE,FL,82,2,Day,Clear,Main,Freight Train,4,18225,99,18324,M405,30.329507,-81.682026,62.8,68.8,70.8
MNCW,76971,2022-04-19,11:40 AM,Other impacts,0,NEW HAVEN,CT,46,2,Day,Cloudy,Yard,Yard/switching,1,14686,0,14686,E78L,41.296175,-72.924706,46.3,48.4,51.1
UP,0120HL031,2020-01-21,4:25 PM,Other impacts,0,TOPEKA,KS,34,2,Day,Clear,Yard,Cut of cars,0,0,0,93893,H307,39.072138,-95.683865,15.9,20.9,35.6
NS,145874,2022-07-07,12:00 PM,Derailment,0,ELKHART,IN,90,2,Day,Clear,Yard,Yard/switching,10,18143,2500,20643,E45C,41.677391,-85.978436,76,75.4,74.7
BNSF,PR0915109,2015-09-18,12:30 AM,Other (describe in narrative),0,DENVER,CO,65,4,Dark,Clear,Yard,Yard/switching,4,11588,0,11588,H318,39.775555,-104.981191,65.5,58.8,62.2
ATK,142222,2016-05-03,12:50 PM,Hwy-rail crossing,0,PLANT CITY,FL,82,2,Day,Clear,Main,Passenger Train - Pulling,70,15066,0,15212,M302,27.997755,-82.204376,81.1,81.1,71.5
NS,146364,2022-08-30,5:45 PM,Other impacts,0,SCHNEIDER,IN,86,3,Dusk,Clear,Main,Spec. MoW Equip.,0,32000,0,32000,H997,41.188667,-87.478144,73.4,70.5,69.3
MNCW,77442,2022-06-25,8:00 PM,Other impacts,0,NEW HAVEN,CT,84,3,Dusk,Clear,Yard,Yard/switching,5,14974,3472,18446,E78L,41.296555,-72.92429,69.1,75.9,76.2
WC,1088770,2021-11-22,5:26 PM,Derailment,0,GARY,IN,31,4,Dark,Cloudy,Yard,Single Car,4,8300,0,36830,M411,41.629507,-87.406351,41.4,28.8,31.3
CSX,000148975,2015-06-26,12:15 AM,Other impacts,0,AVON,IN,74,4,Dark,Cloudy,Yard,Single Car,6,20746,0,20746,S016,39.759342,-86.347116,72.5,71.9,65.8
BNSF,PR0715122,2015-07-31,3:22 PM,Derailment,0,PUEBLO,CO,90,2,Day,Clear,Yard,Cut of cars,0,11266,0,61453,E35C,38.270714,-104.623335,77.3,77.1,75.7
UP,0120HL031,2020-01-21,4:25 PM,Other impacts,0,TOPEKA,KS,34,2,Day,Clear,Yard,Freight Train,8,91115,2778,93893,H307,39.072138,-95.683865,15.9,20.9,35.6
ALS,20180914,2018-09-14,4:45 PM,Raking collision,0,EAST ST LOUIS,IL,88,2,Day,Clear,Yard,Cut of cars,4,16000,575,16575,S006,38.58962,-90.139801,73,76.3,77
MNCW,2015060323,2015-06-03,2:15 PM,Derailment,0,NEW HAVEN,CT,70,2,Day,Clear,Yard,Cut of cars,1,25000,5000,30000,H099,41.29887,-72.923635,50.8,55.7,56
BNSF,KS0119102,2019-01-05,6:30 PM,Derailment,0,SPRINGFIELD,CO,40,3,Dusk,Clear,Yard,Freight Train,3,55341,40000,95341,T215,37.391889,-102.60386,40.2,42.4,47.2
BNSF,KS0419104,2019-04-15,3:10 AM,Derailment,0,LA JUNTA,CO,53,4,Dark,Clear,Yard,Freight Train,3,40205,0,40205,H503,37.988559,-103.550957,50.8,59,62.4
UP,0320HL030,2020-03-25,2:40 AM,Other impacts,0,HERINGTON,KS,48,4,Dark,Clear,Yard,Yard/switching,4,6390,165,21866,H312,38.684821,-96.949255,50.9,60.5,53.8
WC,1120068,2022-10-26,9:06 AM,Other (describe in narrative),0,GARY,IN,62,2,Day,Cloudy,Yard,Freight Train,2,25000,0,25000,M204,41.629558,-87.41272,58.5,46.5,43.3
UP,0718DV007,2018-07-09,6:13 AM,Hwy-rail crossing,0,LA SALLE,CO,75,1,Dawn,Clear,Main,Freight Train,44,33139,33,33172,M304,40.301488,-104.453837,80.5,78.8,79.1
MNCW,79079,2023-02-14,7:22 AM,Obstruction,0,NEW CANAAN,CT,41,2,Day,Clear,Main,EMU,6,44068,16527,60595,H307,41.14564,-73.49656,44.9,44.3,48.8
ATK,136606,2015-03-10,9:40 AM,Derailment,0,BOSTON,MA,40,2,Day,Clear,Yard,,0,0,93210,243210,H799,42.332868,-71.060107,37.6,38.4,46.9
BNSF,PR1117108,2017-11-12,8:00 AM,Side collision,0,DENVER,CO,40,1,Dawn,Clear,Yard,Light loco(s),6,40800,0,56100,H307,39.765969,-104.99239,42.2,41.4,52.8
UP,1119GP021,2019-11-19,8:08 AM,Derailment,0,PUEBLO,CO,61,2,Day,Clear,Yard,Yard/switching,4,61009,5401,66410,H702,38.27643,-104.637785,47.9,44.6,43.5
ATK,145909,2017-01-13,1:35 PM,Hwy-rail crossing,0,KISSIMMEE,FL,75,2,Day,Cloudy,Main,Passenger Train - Pulling,44,8233,0,26428,M304,28.304513,-81.399434,66.8,66.7,67.9
CSX,000164377,2016-11-16,3:55 AM,Side collision,0,OCALA,FL,45,4,Dark,Clear,Main,Freight Train,20,1045972,284087,4441401,H221,29.393677,-82.103023,59.1,58.7,58.1
MNCW,78231,2022-10-17,10:51 AM,Hwy-rail crossing,0,WATERBURY,CT,55,2,Day,Rain,Main,Commuter Train - Pushing,32,40728,18295,59023,M303,41.537484,-73.039756,52.5,52.3,49.3
CSS,CSS624181,2018-06-24,2:25 PM,Derailment,0,CHICAGO,IL,80,2,Day,Clear,Yard,Freight Train,8,8980,0,12180,M405,41.723325,-87.561378,70.2,72,70.9
UP,0518PR042,2018-05-05,3:11 PM,Other (describe in narrative),0,MELROSE PARK,IL,80,2,Day,Clear,Yard,Single Car,2,41357,0,41357,M411,41.896189,-87.894089,67.9,69.6,59.8
BNSF,PR0119120,2019-01-22,8:15 PM,Derailment,0,DENVER,CO,23,3,Dusk,Clear,Yard,Cut of cars,0,40853,0,91453,H702,39.775628,-104.981877,40.9,21.9,28.3
CSX,000167065,2017-02-24,12:15 AM,Derailment,0,JACKSONVILLE,FL,75,4,Dark,Clear,Yard,Freight Train,5,22175,267,22442,H702,30.383312,-81.768904,67.7,68.3,70
ATK,180292,2024-05-19,10:43 AM,Obstruction,0,BERLIN,CT,70,2,Day,Cloudy,Main,,0,0,0,68579,M402,41.582103,-72.773803,60,63.4,63.2
MNCW,2019156,2019-10-14,10:45 AM,Rear end collision,0,NORWALK,CT,60,2,Day,Clear,Main,Spec. MoW Equip.,10,7085,0,21084,H607,41.133485,-73.42511,56.7,59.5,52.6
IC,1143941,2023-09-24,3:18 PM,Obstruction,0,FLUKER,LA,92,2,Day,Clear,Main,,0,0,0,53794,M404,30.836262,-90.510677,80.3,78.5,76.2
CSX,000145221,2015-04-22,3:10 AM,Other impacts,0,AVON,IN,40,4,Dark,Cloudy,Yard,Yard/switching,10,147082,2000,149082,H307,39.759779,-86.328326,51.2,44.7,44.9
CSX,000205052,2022-05-19,8:00 PM,Derailment,0,MONON,IN,76,4,Dark,Clear,Yard,Freight Train,7,56885,0,62969,H704,40.862596,-86.8845,61,68.1,76
BNSF,PR0323105,2023-03-08,10:45 AM,Derailment,0,PUEBLO,CO,35,2,Day,Clear,Yard,,0,0,2147,26448,H607,38.211423,-104.611319,30.2,32.8,37.7
WC,1116324,2022-10-15,8:45 AM,Side collision,0,GARY,IN,36,2,Day,Clear,Yard,Yard/switching,5,65,13000,216065,M411,41.630071,-87.41169,46.4,44.3,47.9
MNCW,80569,2023-08-29,9:50 AM,Derailment,0,NORWALK,CT,80,2,Day,Clear,Main,Spec. MoW Equip.,0,25000,0,25000,H999,41.099909,-73.417415,70.9,70.8,74.2
BNSF,NW0417108,2017-04-11,1:05 AM,Derailment,0,PORTLAND,OR,48,4,Dark,Cloudy,Yard,Freight Train,7,25673,152713,178386,H506,45.610726,-122.711157,48.3,47.9,51.7
UP,0415DV005,2015-04-15,4:46 AM,Derailment,0,DENVER,CO,40,4,Dark,Clear,Yard,Yard/switching,4,13632,348,13980,M409,39.766413,-104.997707,57.7,51.6,33.2
UP,0717LV001,2017-07-05,7:05 PM,Other impacts,0,LOTTIE,LA,89,3,Dusk,Cloudy,Yard,Single Car,0,11189,0,11505,M411,30.531289,-91.560109,81.9,83,80.7
NS,132575,2019-01-24,5:01 AM,Other impacts,0,CHEEKTOWAGA,NY,33,1,Dawn,Snow,Main,Cut of cars,0,50458,0,50488,H210,42.889031,-78.784492,39.2,31,20.1
CSX,000195204,2021-01-24,1:20 AM,Derailment,0,CINCINNATI,OH,32,4,Dark,Clear,Yard,Yard/switching,10,44277,12046,56323,S006,39.108303,-84.538432,24.1,31,33.2
NKCR,NKCR243439,2024-03-06,12:00 AM,Derailment,0,FLEMING,CO,15,4,Dark,Clear,Main,Freight Train,24,72827,157000,229827,E53C,40.679596,-102.835816,37.8,43.6,30.9
UP,1114DV016,2014-11-22,11:30 PM,Derailment,0,GRANBY,CO,27,4,Dark,Snow,Main,Freight Train,25,5942,721446,727388,M101,40.017311,-106.474781,20.1,22.3,15.3
UP,0718DV010,2018-07-12,5:45 AM,Hwy-rail crossing,0,EATON,CO,75,1,Dawn,Clear,Main,Freight Train,54,53720,99,53819,M308,40.495501,-104.702051,78.5,72.1,74.3
NS,143132,2021-10-12,1:30 PM,Derailment,0,ELKHART,IN,64,2,Day,Cloudy,Yard,Yard/switching,5,30100,2859,32959,E67C,41.677391,-85.978436,71.8,62.5,61.9
BNSF,PR0524102,2024-05-06,4:30 AM,Derailment,0,YUMA,CO,50,1,Dawn,Clear,Industry,Freight Train,4,28489,35000,63489,H307,40.120787,-102.670082,54.8,59.1,53.1
UP,1017DV010,2017-10-10,10:30 AM,Derailment,0,DENVER,CO,50,2,Day,Clear,Yard,Yard/switching,4,6883,4584,11467,E07C,39.785699,-104.998485,31.9,39.9,52.3
CSX,000206391,2022-07-29,4:59 AM,Hwy-rail crossing,0,REYNOLDS,IN,67,1,Dawn,Clear,Main,Freight Train,27,0,12892,12892,M302,40.736446,-86.872765,72.2,68.2,69.4
CSX,000214887,2023-12-04,7:50 AM,Derailment,0,WASHINGTON DC,DC,45,2,Day,Clear,Yard,Freight Train,8,16890,0,16890,H702,38.892656,-76.954355,52.9,49.8,45
ATK,180899,2024-06-26,10:47 PM,Obstruction,0,WINDSOR,CT,69,4,Dark,Rain,Main,Passenger Train - Pulling,75,31110,0,31110,M404,41.838116,-72.645124,77.9,80.1,74
RTDC,050619,2019-05-06,10:18 AM,Hwy-rail crossing,0,AURORA,CO,67,2,Day,Clear,Main,EMU,45,200000,31000,231000,M308,39.762236,-104.81931,60.1,54.9,49.1
MNCW,2015092005,2015-09-20,5:41 PM,Derailment,0,STAMFORD,CT,70,2,Day,Clear,Main,Spec. MoW Equip.,3,31090,0,31090,E99C,41.048947,-73.5362,70.4,68.9,61.4
BNSF,PR0617110,2017-06-13,11:45 PM,Derailment,0,DENVER,CO,65,4,Dark,Clear,Yard,Yard/switching,0,7034,0,15868,H309,39.768357,-104.991527,73.6,65.7,69.5
BNSF,PR0616201,2016-06-26,9:45 AM,Hwy-rail crossing,0,TRINIDAD,CO,77,2,Day,Clear,Main,,0,0,0,34658,M302,37.216703,-104.464547,74.5,71.3,75
CSX,000164875,2016-12-03,1:30 PM,Derailment,0,JACKSONVILLE,FL,75,2,Day,Clear,Main,Freight Train,5,59000,0,59000,H503,30.329507,-81.682026,56,58.7,67.7
ATK,172620,2022-11-03,1:09 AM,Derailment,0,WASHINGTON,DC,52,4,Dark,Clear,Yard,Yard/switching,3,33105,0,33105,H303,38.898654,-77.006668,61.6,60.2,61.6
BNSF,PR1215108,2015-12-08,7:20 PM,Side collision,0,PUEBLO,CO,48,3,Dusk,Clear,Yard,Yard/switching,7,17000,0,17500,H018,38.272312,-104.624984,37.7,50.1,46.1
PW,PWR505017A,2017-11-30,4:00 AM,Other impacts,0,NORWICH,CT,42,4,Dark,Clear,Main,Freight Train,10,64000,0,64000,H508,41.458299,-72.07909,50.4,38.8,45.1
BNSF,KS0321201,2021-03-15,6:14 AM,Hwy-rail crossing,0,BURLINGAME,KS,50,1,Dawn,Cloudy,Main,,0,0,0,19961,M302,38.702054,-95.82412,50,48.9,48
BNSF,SF0516112,2016-05-24,1:10 AM,Other impacts,0,TULSA,OK,75,4,Dark,Clear,Yard,Yard/switching,5,500,2000,23741,H305,36.126009,-96.011195,69.6,75.2,76.3
UP,0323RM061,2023-03-07,3:18 PM,Obstruction,0,KREMMLING,CO,39,2,Day,Clear,Main,,0,0,0,0,M403,40.055602,-106.395297,24.5,21.4,19.3
ATK,172831,2022-11-23,12:35 PM,Other (describe in narrative),0,WILMINGTON,DE,59,2,Day,Clear,Main,Passenger Train - Pulling,83,18789,16790,35579,E78L,39.748006,-75.521845,40.2,43.9,43.1
UP,1121GP005,2021-11-03,5:45 PM,Other impacts,0,DENVER,CO,58,2,Day,Clear,Main,Light loco(s),8,14176,300,14576,H302,39.771049,-104.894157,37.4,44.6,49.7
UP,0615DV010,2015-06-13,3:30 PM,Derailment,0,GRAND JUNCTION,CO,77,2,Day,Clear,Main,Freight Train,23,245939,307344,553283,T220,39.00111,-108.512583,67.4,69.4,70.8
BNSF,RD0623119,2023-06-17,9:00 PM,Derailment,0,TULSA,OK,70,4,Dark,Cloudy,Yard,Yard/switching,6,9235,3071,12306,H308,36.120378,-96.011456,76.4,79,73.4
