reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude
BNSF,HL0119109,2019-01-10,11:11 AM,Derailment,0,LINCOLN,NE,24.0,2,Day,Clear,Yard,Yard/switching,5,11750,500,12250,H307,40.808191999999998,-96.774552999999997
UP,1117NP037,2017-11-22,7:18 PM,Other impacts,0,NORTH PLATTE,NE,38.0,4,Dark,Clear,Yard,Single Car,0,27377,0,27477,M411,41.146756000000003,-100.83584500000001
MRL,2015052,2015-04-15,5:03 PM,Derailment,0,GARRISON,MT,42.0,2,Day,Clear,Siding,Freight Train,4,58000,0,58000,E46C,46.522454000000003,-112.808817
CSX,000168382,2017-04-18,9:46 AM,Derailment,0,SHELBY,NC,65.0,2,Day,Clear,Industry,Freight Train,5,39782,8900,48682,H018,35.317967000000003,-81.480149999999995
BNSF,KS0923110,2023-09-14,3:08 PM,Derailment,0,MAYFIELD,KS,75.0,2,Day,Clear,Main,Freight Train,30,827248,1292838,2120086,H519,37.260902999999999,-97.579300000000003
UP,0724GL011,2024-07-10,12:30 PM,Derailment,0,OMAHA,NE,84.0,2,Day,Clear,Yard,Freight Train,4,120275,396,120671,M204,41.318738000000003,-95.927898999999996
UP,0120GP014,2020-01-01,10:35 AM,Other impacts,0,CHAPPELL,NE,30.0,2,Day,Sleet,Industry,Cut of cars,0,20227,0,32302,H302,41.092944000000003,-102.47596900000001
BNSF,SF0815106,2015-08-10,7:30 PM,Derailment,0,TULSA,OK,92.0,3,Dusk,Clear,Yard,Yard/switching,2,1177,0,31377,M408,36.122737999999998,-96.010940000000005
WNYP,W2019026,2019-10-10,7:50 AM,Obstruction,0,OLEAN,NY,50.0,1,Dawn,Fog,Yard,Maint./inspect Car,0,75000,0,118000,H607,42.082917999999999,-78.482533000000004
BNSF,SW0619106,2019-06-25,10:40 AM,Derailment,0,ALBUQUERQUE,NM,80.0,2,Day,Clear,Industry,Yard/switching,6,46121,1500,47621,H210,35.170718000000001,-106.598105
NS,144227,2022-02-01,8:48 AM,Other impacts,0,BELLEVUE,OH,37.0,2,Day,Clear,Yard,Single Car,4,89307,0,89707,H312,41.292920000000002,-82.783218000000005
UP,0524LA008,2024-05-07,4:28 PM,Derailment,0,BLOOMINGTON,CA,75.0,2,Day,Clear,Main,Freight Train,10,10877,61648,72525,M405,34.067186,-117.339832
BNSF,MT0518101,2018-05-05,2:57 PM,Derailment,0,MINOT,ND,68.0,2,Day,Clear,Yard,Freight Train,5,20883,2000,22883,H607,48.239158000000003,-101.192019
UP,0124RM018,2024-01-23,8:21 PM,Derailment,0,IDAHO FALLS,ID,35.0,4,Dark,Rain,Yard,Freight Train,3,10724,0,19344,T221,43.501894,-112.03076799999999
CSX,000209357,2023-01-19,7:04 PM,Other impacts,0,WILLARD,OH,40.0,3,Dusk,Rain,Yard,Cut of cars,1,0,0,17888,M105,41.059877,-82.724069999999998
SLWC,230328004,2023-03-28,5:55 AM,Derailment,0,CYRIL,OK,35.0,4,Dark,Clear,Yard,Freight Train,4,5770,8952,14722,E64C,34.897686,-98.195284999999998
UP,1021HL018,2021-10-12,4:00 PM,Other (describe in narrative),0,SOUTH COFFEYVILLE,OK,75.0,2,Day,Clear,Main,Freight Train,0,39842,0,39842,H599,36.993474999999997,-95.626831999999993
CSX,000155769,2015-12-26,3:11 PM,Obstruction,0,WALBRIDGE,OH,42.0,2,Day,Cloudy,Yard,Cut of cars,4,23192,0,23192,M204,41.573731000000002,-83.513594999999995
BNSF,RD0423122,2023-04-25,5:45 PM,Other (describe in narrative),0,TULSA,OK,56.0,3,Dusk,Rain,Yard,Yard/switching,2,675,1500,18965,M408,36.124839000000001,-96.011037999999999
NS,136148,2019-11-10,6:27 PM,Other (describe in narrative),0,CHICAGO,IL,72.0,3,Dusk,Cloudy,Yard,Freight Train,6,0,27372,27372,H306,41.757648000000003,-87.668042
ARR,2019015,2019-01-15,3:14 AM,Derailment,0,CANTWELL,AK,6.0,4,Dark,Cloudy,Main,Freight Train,45,54000,1900000,1954000,E53C,63.391300000000001,-148.95150000000001
UP,1220GC002,2020-12-03,3:30 AM,Other impacts,0,LIVONIA,LA,52.0,4,Dark,Cloudy,Yard,Single Car,5,1627,0,92724,E09C,30.530647999999999,-91.559199000000007
UP,0818FW011,2018-08-10,2:45 AM,Fire/violent rupture,0,CHECOTAH,OK,70.0,4,Dark,Clear,Main,Freight Train,45,54839,0,54839,M406,35.480325000000001,-95.514858000000004
BNSF,HL0123101,2023-01-02,8:30 AM,Other (describe in narrative),0,FESTUS,MO,55.0,1,Dawn,Cloudy,Main,Freight Train,42,34856,2000,36856,E33C,38.267758999999998,-90.426506000000003
UP,0818LK028,2018-08-16,3:00 AM,Derailment,0,NORTH LITTLE ROCK,AR,81.0,4,Dark,Clear,Yard,Yard/switching,5,194303,189149,383452,M405,34.776088999999999,-92.218981999999997
NYA,021820,2020-02-18,12:25 AM,Derailment,0,NEW YORK-KINGS,NY,37.0,4,Dark,Clear,Yard,Single Car,10,10483,0,210483,E0HC,40.643839999999997,-74.032520000000005
UP,0221GP005,2021-02-04,9:00 AM,Other impacts,0,NORTH PLATTE,NE,27.0,2,Day,Clear,Yard,Single Car,19,1733,99,56555,M407,41.146541999999997,-100.834532
NS,153540,2023-07-06,6:45 AM,Derailment,0,ENTERPRISE,MS,84.0,1,Dawn,Clear,Siding,Freight Train,10,2041,42543,44584,E4BC,32.21434,-88.775985000000006
BNSF,PR0618106,2018-06-15,10:36 PM,Derailment,0,ALLIANCE,NE,65.0,4,Dark,Cloudy,Yard,Light loco(s),2,18000,0,18000,H017,42.092196999999999,-102.875241
BNSF,RD0417205,2017-04-29,3:05 PM,Hwy-rail crossing,0,PAWNEE,OK,60.0,2,Day,Rain,Main,Freight Train,38,10701,0,10701,M302,36.325090000000003,-96.889381
CSX,000178371,2018-08-24,4:00 PM,Derailment,0,SELKIRK,NY,75.0,2,Day,Clear,Yard,Yard/switching,10,82258,11248,93506,H303,42.565902999999999,-73.854184000000004
CSX,000180793,2019-01-16,1:10 PM,Side collision,0,ASHTABULA,OH,30.0,2,Day,Cloudy,Yard,Freight Train,4,542,0,31755,H306,41.858629000000001,-80.830794999999995
BNSF,SW0720109,2020-07-22,3:53 AM,Derailment,0,GALLUP,NM,60.0,4,Dark,Clear,Yard,Freight Train,7,18318,0,18318,M409,35.526904000000002,-108.74745900000001
MBTA,YR202176,2021-10-27,5:28 AM,Other (describe in narrative),0,LYNN,MA,55.0,1,Dawn,Rain,Main,Passenger Train - Pushing,60,50795,0,50795,M101,42.466698000000001,-70.937492000000006
NS,135729,2019-10-05,2:35 AM,Other impacts,0,COLUMBUS,OH,64.0,4,Dark,Clear,Yard,Cut of cars,0,39297,0,41297,H399,39.916496000000002,-82.946988000000005
IC,1070057,2021-05-11,8:00 PM,Derailment,0,PESOTUM,IL,62.0,3,Dusk,Clear,Main,Freight Train,30,417764,1668805,2086569,E53C,39.942138999999997,-88.268737999999999
BNSF,TC1019106,2019-10-12,12:05 PM,Derailment,0,ROSEVILLE,MN,45.0,2,Day,Cloudy,Yard,Freight Train,2,0,45000,45000,H704,44.970131000000002,-93.166741999999999
BNSF,RD0319121,2019-03-29,1:48 AM,Derailment,0,TULSA,OK,55.0,4,Dark,Clear,Yard,Yard/switching,3,284578,419454,704032,E85C,36.117781000000001,-96.012718000000007
BNSF,PR1016201,2016-10-14,8:42 AM,Hwy-rail crossing,0,AURORA,NE,45.0,1,Dawn,Clear,Main,Freight Train,26,7323,29614,36937,M302,40.824921000000003,-98.073344000000006
NS,154393,2023-10-03,5:30 PM,Other impacts,0,MELVINDALE,MI,78.0,3,Dusk,Clear,Yard,Single Car,3,0,0,20000,H312,42.274369,-83.189284000000001
UP,1220GC002,2020-12-03,3:30 AM,Other impacts,0,LIVONIA,LA,52.0,4,Dark,Cloudy,Yard,Cut of cars,10,4021,0,92724,E09C,30.530647999999999,-91.559199000000007
NJTR,202311477,2023-10-17,3:00 AM,Other (describe in narrative),0,KEARNY,NJ,53.0,4,Dark,Clear,Yard,Yard/switching,5,11729,0,11729,H599,40.744073999999998,-74.108815000000007
ATK,173229,2022-12-27,8:45 AM,Hwy-rail crossing,0,LEXINGTON,NC,24.0,2,Day,Clear,Main,Passenger Train - Pulling,66,16574,0,16574,M308,35.808675999999998,-80.269181000000003
CRSH,146803,2023-10-31,9:55 AM,Derailment,0,NEWARK,NJ,53.0,2,Day,Clear,Industry,Yard/switching,6,34012,0,34012,M501,40.674211,-74.154910999999998
CSX,000199176,2021-07-30,11:39 AM,Rear end collision,0,RUSSIA,OH,75.0,2,Day,Clear,Main,Maint./inspect Car,22,66166,0,66166,H993,40.240516999999997,-84.382739000000001
ATK,159918,2019-07-07,4:41 PM,Obstruction,0,CLYDE,NY,81.0,2,Day,Clear,Main,Passenger Train - Pulling,79,12875,0,12875,M402,43.066361999999998,-76.790451000000004
NS,142997,2021-09-30,1:00 AM,Other (describe in narrative),0,PORTSMOUTH,OH,68.0,4,Dark,Clear,Yard,Yard/switching,5,80209,5970,86179,H702,38.736825000000003,-82.957245999999998
NS,129857,2018-06-16,10:41 AM,Derailment,0,PORTSMOUTH,OH,85.0,2,Day,Clear,Yard,Yard/switching,6,13936,1000,14936,M405,38.736963000000003,-82.956996000000004
CSX,000200923,2021-07-18,12:00 PM,Obstruction,0,KENLY,NC,88.0,2,Day,Cloudy,Main,,0,0,0,12849,M404,35.578643999999997,-78.165445000000005
IC,962371,2018-06-12,8:00 PM,Other impacts,0,GEISMAR,LA,72.0,4,Dark,Rain,Yard,Yard/switching,4,17691,50,17741,H318,30.168451000000001,-90.966026999999997
UP,0923GP016,2023-09-14,12:00 PM,Explosion-detonation,1,NORTH PLATTE,NE,66.0,2,Day,Cloudy,Yard,Yard/switching,0,39113,85681,124794,H304,41.156801000000002,-100.860041
UP,0623PN018,2023-06-12,1:06 PM,Derailment,0,MOUNTAIN HOME,ID,74.0,2,Day,Clear,Industry,Single Car,10,14046,6450,20496,M504,43.13205,-115.696686
CSX,000167703,2017-03-27,12:45 AM,Other impacts,0,HAGERSTOWN,MD,45.0,4,Dark,Rain,Yard,Freight Train,4,6885,192,54801,H020,39.634459999999997,-77.763852999999997
CSX,000203197,2022-02-19,5:51 PM,Derailment,0,WILLARD,OH,17.0,2,Day,Clear,Yard,Yard/switching,6,22847,8997,31844,H312,41.059877,-82.724069999999998
UP,0516PR015,2016-05-16,12:52 PM,Obstruction,0,MELROSE PARK,IL,65.0,2,Day,Clear,Yard,Yard/switching,4,58415,5110,63525,M404,41.896931000000002,-87.896074999999996
CSX,000219285,2024-07-14,3:15 AM,Derailment,0,ROCKY HILL,KY,75.0,4,Dark,Clear,Main,Freight Train,55,12507,8712,21219,E4AC,37.069122999999998,-86.137146999999999
NS,143611,2021-12-01,3:00 AM,Side collision,0,DANVILLE,KY,34.0,4,Dark,Clear,Yard,Freight Train,0,1000,0,41575,H021,37.625456,-84.784591000000006
CSX,000167289,2017-03-08,1:05 PM,Derailment,0,BATAVIA,NY,49.0,2,Day,Cloudy,Main,Freight Train,57,1067796,144476,1212272,M105,42.988154999999999,-78.211804999999998
BNSF,TC0515110,2015-05-24,10:15 AM,Other (describe in narrative),0,MINNEAPOLIS,MN,64.0,2,Day,Rain,Yard,Yard/switching,4,11490,1000,12490,M411,45.030177000000002,-93.270527999999999
ACWR,100816,2016-10-08,12:30 AM,Derailment,0,AQUADALE,NC,68.0,4,Dark,Rain,Industry,Yard/switching,0,43025,1600,44625,H310,35.231540000000003,-80.247962999999999
UP,1015PR023,2015-10-21,5:28 AM,Derailment,0,JOLIET,IL,56.0,4,Dark,Clear,Yard,Freight Train,4,83088,100,83188,M501,41.531708999999999,-88.078787000000005
BNSF,RD0423121,2023-04-25,11:29 AM,Derailment,0,TULSA,OK,50.0,2,Day,Clear,Yard,Freight Train,10,35155,8460,43615,H503,36.132533000000002,-96.009838999999999
BNSF,KS0715111,2015-07-27,1:19 PM,Obstruction,0,KANSAS CITY,KS,97.0,2,Day,Clear,Yard,Yard/switching,7,60210,0,60210,M404,39.086345999999999,-94.694913999999997
WATX,240123004,2024-01-23,3:20 PM,Other impacts,0,PLAQUEMINE,LA,61.0,2,Day,Clear,Yard,Cut of cars,0,3321,0,26153,H302,30.332062000000001,-91.246155999999999
CSX,000210750,2023-04-12,12:25 AM,Side collision,0,CINCINNATI,OH,50.0,4,Dark,Clear,Yard,Yard/switching,5,3548,0,92299,H307,39.136408000000003,-84.542399000000003
UP,0420PN005,2020-04-09,2:40 PM,Other impacts,0,HERMISTON,OR,73.0,2,Day,Clear,Yard,Yard/switching,9,4653,44701,95810,H601,45.796258999999999,-119.268305
UP,0116PD004,2016-01-12,7:40 AM,Derailment,0,HERMISTON,OR,37.0,2,Day,Cloudy,Main,Spec. MoW Equip.,15,250000,0,250000,M404,45.834815999999996,-119.256123
UP,1216PD023,2016-12-20,2:58 PM,Hwy-rail crossing,0,CANBY,OR,34.0,2,Day,Fog,Main,,0,0,0,13013,M302,45.301456999999999,-122.662143
NS,143805,2021-12-20,2:15 PM,Other impacts,0,LOCKBOURNE,OH,72.0,2,Day,Clear,Yard,Cut of cars,4,5273,3459,11428,H307,39.782282000000002,-82.957921999999996
IC,1134344,2023-05-25,1:25 PM,Other (describe in narrative),0,MCCOMB,MS,88.0,2,Day,Clear,Yard,Yard/switching,5,23223,0,23223,H318,31.244213999999999,-90.450667999999993
MNCW,2017032812,2017-03-28,12:41 AM,Other impacts,0,CROTON ON HUDSON,NY,34.0,4,Dark,Clear,Yard,Cut of cars,8,17651,0,17651,H306,41.196305000000002,-73.886067999999995
CSX,000218575,2024-06-08,9:40 AM,Side collision,0,WAYCROSS,GA,90.0,2,Day,Clear,Yard,Yard/switching,2,1000,0,165647,H702,31.213508999999998,-82.353556999999995
MBTA,7048,2017-03-05,12:57 AM,Derailment,0,SOMERVILLE,MA,10.0,4,Dark,Clear,Yard,Passenger Train - Pulling,0,23947,1148,25095,H305,42.222358999999997,-71.041799999999995
NS,133822,2019-05-03,4:30 PM,Derailment,0,CANTON,OH,68.0,3,Dusk,Clear,Industry,Yard/switching,10,31351,63953,95304,E36C,40.802354000000001,-81.352148
CSX,000213534,2023-09-18,8:40 AM,Derailment,0,CLEVELAND,OH,70.0,2,Day,Cloudy,Yard,Yard/switching,4,26165,96172,122337,T220,41.570295999999999,-81.556448000000003
CSX,000187583,2019-12-27,5:20 PM,Derailment,0,MILFORD,IL,36.0,3,Dusk,Clear,Main,Freight Train,52,30222,384,30606,E33C,40.618662999999998,-87.694126999999995
UP,0818KC023,2018-08-28,5:20 PM,Other impacts,0,KANSAS CITY,KS,78.0,2,Day,Rain,Yard,Yard/switching,0,89622,2200,92236,H607,39.145308999999997,-94.603318999999999
NS,126244,2017-08-15,7:50 PM,Derailment,0,WINDSOR HEIGHTS,OH,80.0,3,Dusk,Clear,Siding,,0,0,0,37347,E64L,40.208862000000003,-80.670640000000006
SLWC,180312002,2018-03-12,12:38 AM,Obstruction,0,DEL CITY,OK,45.0,4,Dark,Clear,Yard,,0,0,5000,39799,H607,35.471935000000002,-97.444345999999996
UP,0517PD036,2017-05-31,7:07 PM,Hwy-rail crossing,0,HUBBARD,OR,70.0,2,Day,Cloudy,Main,,0,0,20150,20150,M302,45.193634000000003,-122.792755
UP,0818LK001,2018-08-01,2:30 PM,Derailment,0,MCNEIL,AR,90.0,2,Day,Clear,Yard,Yard/switching,6,6601,0,76867,H506,33.345799999999997,-93.211500000000001
CSX,000167990,2017-04-04,10:30 AM,Side collision,0,MOBILE,AL,75.0,2,Day,Clear,Yard,Yard/switching,0,33185,0,81785,H307,30.711373999999999,-88.046531999999999
UP,0115DV025,2015-01-27,12:12 PM,Hwy-rail crossing,0,MONUMENT,KS,75.0,2,Day,Clear,Main,Light loco(s),42,300423,38381,338804,M302,39.095500999999999,-101.10917600000001
KCT,UP240215,2024-02-15,11:30 AM,Derailment,0,KANSAS CITY,MO,46.0,2,Day,Clear,Main,Freight Train,0,0,67027,67027,E24C,39.108550000000001,-94.500519999999995
NS,146538,2022-09-20,9:00 AM,Derailment,0,SOUTH VIENNA,OH,72.0,2,Day,Clear,Main,Freight Train,14,88670,0,88670,S003,39.893099999999997,-83.575858999999994
CSX,000215211,2023-12-24,11:15 AM,Derailment,0,WILLARD,OH,53.0,2,Day,Clear,Yard,Freight Train,3,183535,64475,248010,H524,41.059877,-82.724069999999998
NS,139293,2020-09-29,2:35 AM,Side collision,0,BELLEVUE,OH,45.0,4,Dark,Cloudy,Yard,Cut of cars,0,10000,750,12600,H302,41.288305999999999,-82.801342000000005
UP,0215WH002,2015-02-02,9:22 PM,Hwy-rail crossing,0,OKLAHOMA CITY,OK,25.0,4,Dark,Clear,Main,Freight Train,38,0,0,20000,M304,35.580154,-97.523910999999998
SW,SWC082416D,2016-08-24,6:15 PM,Derailment,0,ELIDA,NM,85.0,2,Day,Clear,Main,Freight Train,46,450000,117000,567000,T215,33.842300000000002,-103.7719
BNSF,RD0723118,2023-07-21,5:00 AM,Derailment,0,FAIRMONT,OK,64.0,1,Dawn,Rain,Main,Freight Train,0,429620,2968,432588,M105,36.366134000000002,-97.717113999999995
BNSF,SW0216107,2016-02-24,3:00 PM,Derailment,0,PREWITT,NM,53.0,2,Day,Clear,Main,Maint./inspect Car,3,18000,0,18000,H402,35.356524999999998,-108.01995700000001
BNSF,KS0315200,2015-03-22,10:20 PM,Hwy-rail crossing,0,ROSE HILL,KS,62.0,4,Dark,Clear,Main,Freight Train,53,1500,32600,34100,M301,37.533707999999997,-97.173495000000003
CRSH,146772,2023-07-24,12:45 AM,Other impacts,0,DETROIT,MI,72.0,4,Dark,Clear,Yard,Single Car,2,32284,0,36609,H318,42.402191000000002,-83.041073999999995
NS,156104,2024-03-15,7:30 AM,Derailment,0,HATTIESBURG,MS,70.0,1,Dawn,Cloudy,Yard,Freight Train,6,26200,8900,35100,H701,31.327431000000001,-89.286272999999994
UP,0720GP010,2020-07-12,10:43 PM,Fire/violent rupture,0,NORTH PLATTE,NE,72.0,4,Dark,Clear,Yard,Cut of cars,0,153287,150,153437,M406,41.147964999999999,-100.841447
ATK,139863,2015-11-03,2:55 PM,Hwy-rail crossing,0,HAMMOND,LA,70.0,2,Day,Cloudy,Main,Passenger Train - Pulling,79,27148,0,27173,M302,30.407216999999999,-90.431708999999998
SKOL,180625003,2018-06-25,6:00 PM,Derailment,0,TULSA,OK,91.0,2,Day,Clear,Siding,Cut of cars,0,12000,0,12000,M599,36.176476000000001,-95.983324999999994
NS,151858,2022-12-29,12:00 AM,Other impacts,0,DES MOINES,MO,38.0,4,Dark,Clear,Yard,Single Car,2,4485,0,16043,H302,39.446489,-92.435278999999994
NS,144822,2022-03-29,3:27 AM,Other impacts,0,BELLEVUE,OH,19.0,4,Dark,Clear,Yard,Single Car,10,50057,0,59156,H312,41.291944000000001,-82.784807999999998
BNSF,HL1123101,2023-11-01,6:17 AM,Derailment,0,LINCOLN,NE,18.0,1,Dawn,Clear,Yard,Yard/switching,6,36370,0,83231,M407,40.808197,-96.743463000000006
CSX,000198103,2021-06-08,11:55 AM,Derailment,0,CLEVELAND,OH,82.0,2,Day,Clear,Yard,Freight Train,6,37724,7150,44874,M405,41.571337999999997,-81.556839999999994
BNSF,SW0718201,2018-07-18,11:15 AM,Hwy-rail crossing,0,LOVING,NM,89.0,2,Day,Clear,Main,Freight Train,20,16500,10000,26500,M302,32.32714,-104.13949
LI,69346,2019-02-26,7:21 PM,Hwy-rail crossing,0,WESTBURY,NY,25.0,4,Dark,Clear,Main,EMU,75,4000000,750000,4750000,M308,40.754562,-73.581253000000004
BNSF,PR0220102,2020-02-07,5:15 PM,Derailment,0,ALLIANCE,NE,20.0,3,Dusk,Clear,Yard,Light loco(s),5,31309,0,31309,E49L,42.092610999999998,-102.873608
WE,230001,2023-01-04,1:15 AM,Other impacts,0,BREWSTER,OH,58.0,4,Dark,Cloudy,Yard,Yard/switching,15,33797,0,33797,H212,40.707003,-81.598179000000002
CSX,000168816,2017-05-05,8:30 PM,Derailment,0,POINT OF ROCKS,MD,73.0,4,Dark,Cloudy,Main,,0,0,0,500000,M404,39.308691000000003,-77.560083000000006
UP,0722MA003,2022-07-01,2:40 PM,Derailment,0,EAST ST LOUIS,IL,95.0,2,Day,Clear,Yard,Freight Train,4,27594,0,27594,H525,38.585988999999998,-90.132104999999996
MNCW,2015020343,2015-02-03,6:27 PM,Hwy-rail crossing,0,VALHALLA,NY,16.0,4,Dark,Clear,Main,EMU,58,3600000,100000,3700000,M308,41.086275000000001,-73.788032000000001
CSX,000183732,2019-06-22,1:50 PM,Side collision,0,SELKIRK,NY,75.0,2,Day,Clear,Yard,Light loco(s),5,0,0,212357,H306,42.565902999999999,-73.854184000000004
BNSF,SW0622105,2022-06-06,6:00 AM,Derailment,0,JARALES,NM,75.0,1,Dawn,Clear,Yard,Light loco(s),5,6220,12000,18220,H607,34.659247999999998,-106.767321
UP,0618PR023,2018-06-19,11:35 AM,Other impacts,0,ROCHELLE,IL,80.0,2,Day,Cloudy,Yard,Single Car,0,0,0,63656,H601,41.915264999999998,-89.087065999999993
CSX,000211590,2023-05-27,2:30 AM,Other impacts,0,SYRACUSE,NY,70.0,4,Dark,Clear,Industry,Cut of cars,4,31000,0,66667,H302,43.051527999999998,-76.180903999999998
UP,1220GC002,2020-12-03,3:30 AM,Other impacts,0,LIVONIA,LA,52.0,4,Dark,Cloudy,Yard,Yard/switching,2,84180,2896,92724,E09C,30.530647999999999,-91.559199000000007
CSX,000192192,2020-08-23,6:50 PM,Side collision,0,CINCINNATI,OH,78.0,2,Day,Clear,Yard,Cut of cars,1,125,0,37544,H399,39.124550999999997,-84.542520999999994
UP,0516PC002,2016-05-14,11:15 AM,Derailment,0,POCATELLO,ID,70.0,2,Day,Cloudy,Yard,Yard/switching,6,4819,10000,14819,E21C,42.856690999999998,-112.44094
NJTR,202307275,2023-07-15,10:40 AM,Derailment,0,WALDWICK,NJ,84.0,2,Day,Cloudy,Yard,Spec. MoW Equip.,7,15754,0,15754,H017,41.017437000000001,-74.124229999999997
IC,1057268,2020-12-21,1:30 PM,Other impacts,0,CHICAGO,IL,45.0,2,Day,Cloudy,Yard,Single Car,3,25600,0,51050,H318,41.808822999999997,-87.765876000000006
CSX,000192192,2020-08-23,6:50 PM,Side collision,0,CINCINNATI,OH,78.0,2,Day,Clear,Yard,Yard/switching,5,37419,0,37544,H399,39.124550999999997,-84.542520999999994
ATK,159339,2019-06-03,11:20 PM,Raking collision,0,BALTIMORE,MD,50.0,4,Dark,Clear,Main,Spec. MoW Equip.,5,5000,7975,12975,E29C,39.297176,-76.551591000000002
BLE,1025852,2020-01-24,1:55 AM,Side collision,0,BUFFALO,NY,20.0,4,Dark,Clear,Yard,Freight Train,0,0,0,20250,H306,42.888942999999998,-78.826325999999995
ATK,147688,2017-05-28,3:19 PM,Obstruction,0,MIDDLE RIVER,MD,70.0,2,Day,Rain,Main,Passenger Train - Pulling,123,14304,0,14304,M402,39.349423999999999,-76.386712000000003
NS,144857,2022-04-01,6:15 AM,Other impacts,0,BELLEVUE,OH,32.0,1,Dawn,Clear,Yard,Single Car,0,17000,500,50131,H706,41.273330000000001,-82.834590000000006
LI,GR20150101,2015-01-07,1:15 PM,Hwy-rail crossing,0,WYANDANCH,NY,22.0,2,Day,Clear,Main,EMU,40,62939,0,62939,M304,40.754275999999997,-73.360384999999994
AOK,011821,2021-01-18,8:30 AM,Derailment,0,OKLAHOMA CITY,OK,55.0,2,Day,Clear,Yard,Freight Train,5,0,20579,41158,H702,35.471535000000003,-97.445335999999998
IC,1103241,2022-05-20,12:10 PM,Hwy-rail crossing,0,FLOWOOD,MS,91.0,2,Day,Clear,Main,Freight Train,10,19869,0,19869,M302,32.288336999999999,-90.146704999999997
BNSF,HL1121101,2021-11-03,9:30 AM,Derailment,0,KEOKUK,IA,48.0,2,Day,Clear,Yard,Freight Train,6,37174,8500,45674,T212,40.387734999999999,-91.391861000000006
UP,0715SL003,2015-07-10,5:07 AM,Fire/violent rupture,0,DRESDEN,MO,70.0,4,Dark,Cloudy,Main,Freight Train,35,51240,0,51240,E79L,38.725099,-93.281683000000001
UP,0918SL006,2018-09-12,3:34 AM,Derailment,0,ST LOUIS,MO,68.0,4,Dark,Clear,Yard,Freight Train,9,5590,0,12090,M204,38.629669,-90.237553000000005
UP,0322GL004,2022-03-04,5:07 AM,Derailment,0,MANKATO,MN,28.0,1,Dawn,Cloudy,Yard,Freight Train,6,227076,6412,233488,H702,44.203862000000001,-93.985703999999998
BNSF,KS0624108,2024-06-17,12:50 PM,Derailment,0,KANSAS CITY,KS,90.0,2,Day,Clear,Yard,Light loco(s),5,5000,18952,23952,M101,39.077762,-94.658737000000002
BNSF,RD0418128,2018-04-30,8:55 AM,Derailment,0,TULSA,OK,68.0,2,Day,Clear,Yard,,0,0,31500,81645,E46L,36.137009999999997,-96.008745000000005
CP,1000971076,2019-04-10,3:00 AM,Derailment,0,SAWYER,ND,21.0,4,Dark,Cloudy,Main,Freight Train,50,107065,6976,114041,E33C,48.147365999999998,-101.147707
BNSF,CH0322114,2022-03-19,3:10 PM,Other impacts,0,GALESBURG,IL,60.0,2,Day,Clear,Yard,Yard/switching,5,137923,0,137923,M407,40.909309999999998,-90.384191000000001
ATK,172266,2022-09-21,9:11 PM,Derailment,0,JACKSON,MI,64.0,4,Dark,Rain,Main,,0,0,395680,395680,E54C,42.248741000000003,-84.228683000000004
UP,0521PR016,2021-05-18,11:55 PM,Derailment,0,ELBURN,IL,63.0,4,Dark,Cloudy,Main,Freight Train,2,250,28808,29058,H705,41.891508000000002,-88.473598999999993
UP,0124HL023,2024-01-22,11:10 AM,Derailment,0,WICHITA,KS,32.0,2,Day,Cloudy,Yard,,0,0,43420,43420,M599,37.720505000000003,-97.330386000000004
HESR,HES485123O,2023-07-21,1:00 PM,Derailment,0,KAWKAWLIN,MI,78.0,2,Day,Clear,Main,,0,0,82651,144978,M405,43.651839000000002,-83.941647000000003
HESR,HES613018D,2018-03-23,4:40 PM,Derailment,0,BURT,MI,40.0,2,Day,Clear,Main,Freight Train,23,13585,49436,63021,E53C,43.306182,-83.916342
IC,1022191,2019-12-26,12:45 PM,Derailment,0,MARKHAM,IL,60.0,2,Day,Clear,Yard,Freight Train,5,15000,100,15100,H525,41.594726999999999,-87.665997000000004
BNSF,CH0317100,2017-03-02,12:50 AM,Obstruction,0,FORT MADISON,IA,28.0,4,Dark,Clear,Main,Freight Train,36,500,52750,53250,M402,40.614671999999999,-91.371193000000005
NS,131334,2018-10-14,11:15 PM,Other (describe in narrative),0,NEW ORLEANS,LA,80.0,4,Dark,Clear,Yard,Yard/switching,5,8222,11760,19982,H702,29.982192000000001,-90.043715000000006
NS,154644,2023-10-30,11:45 AM,Hwy-rail crossing,0,PETAL,MS,60.0,2,Day,Cloudy,Main,,0,0,0,19516,M308,31.364477000000001,-89.268822
ATK,152953,2018-04-25,8:00 AM,Other (describe in narrative),0,LONG ISLAND CITY,NY,55.0,2,Day,Rain,Yard,Light loco(s),0,60553,0,60553,H599,40.744678999999998,-73.948542000000003
IORY,IOR172922R,2022-08-25,4:46 PM,Derailment,0,CINCINNATI,OH,80.0,2,Day,Clear,Main,Freight Train,7,11946,0,13830,E46C,39.150736000000002,-84.542574999999999
NJTR,201703102,2017-03-16,10:17 AM,Other (describe in narrative),0,NEWARK,NJ,30.0,2,Day,Cloudy,Main,Work train,30,12980,0,12980,H599,40.711868000000003,-74.189464000000001
