reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
ATK,171660,8/11/2022,12:33 PM,Other (describe in narrative),0,BALTIMORE,MD,85,2,Day,Cloudy,Main,Passenger Train - Pulling,24,0,13582,13582,T404,39.30617,-76.604168,80.2,78.8,77.0
UP,0118PD032,1/27/2018,4:30 AM,Other impacts,0,PORTLAND,OR,42,4,Dark,Clear,Yard,Cut of cars,0,2874,0,11826,T102,45.545287,-122.680817,43.8,47.9,50.8
NJTR,201509545,9/8/2015,12:41 PM,Other (describe in narrative),0,MADISON,NJ,92,2,Day,Clear,Main,Commuter Train - Pulling,40,60171,177,60348,T404,40.762117,-74.419022,77.2,82.9,80.1
ATK,166138,12/26/2020,6:40 AM,Derailment,0,RENSSELAER,NY,22,4,Dark,Cloudy,Yard,Yard/switching,5,14643,200,14843,T002,42.653061,-73.73927,51.4,27.8,28.0
NS,116377,7/4/2015,11:45 PM,Derailment,0,BELLEVUE,OH,58,4,Dark,Clear,Yard,Freight Train,7,19950,19873,39823,T313,41.273354,-82.834598,65.1,65.9,67.5
ATK,160521,8/4/2019,11:02 AM,Other (describe in narrative),0,NEW YORK,NY,85,2,Day,Clear,Main,Passenger Train - Pulling,15,15240,0,15240,T399,40.750488,-73.992945,78.4,77.4,75.7
BNSF,RD0320130,3/25/2020,4:35 PM,Derailment,0,OKLAHOMA CITY,OK,72,2,Day,Clear,Yard,Freight Train,8,13271,5000,18271,T001,35.374403,-97.480469,61.6,65.3,76.0
NS,113068,11/18/2014,6:30 AM,Derailment,0,MILAN,OH,10,1,Dawn,Clear,Siding,Freight Train,18,568050,217729,785779,T207,41.333904,-82.584374,26.1,13.6,22.4
NJTR,201811518,10/31/2018,9:30 AM,Derailment,0,LONG ISLAND CITY,NY,60,2,Day,Clear,Yard,Commuter Train - Pulling,0,24911,0,25661,T112,0.0,0.0,49.2,54.9,62.8
HRRC,0123,1/24/2023,9:05 AM,Derailment,0,NEW MILFORD,CT,35,2,Day,Cloudy,Main,Freight Train,10,0,105274,105274,T110,41.583691,-73.405971,34.9,35.4,34.8
CSX,000212721,8/4/2023,7:59 AM,Derailment,0,SCHENECTADY,NY,70,1,Dawn,Clear,Main,Freight Train,40,1216049,373707,1589756,T304,42.901544,-74.089915,69.1,69.3,69.4
CSX,000162687,9/6/2016,2:45 AM,Derailment,0,CINCINNATI,OH,76,4,Dark,Cloudy,Yard,Yard/switching,7,17881,4056,21937,T207,39.104289,-84.538797,72.7,76.6,77.6
NS,135918,10/22/2019,11:50 PM,Derailment,0,HUDSON,OH,48,4,Dark,Clear,Siding,Freight Train,4,700,19571,20271,T110,41.215341,-81.399255,60.7,59.6,51.0
NJTR,201509547,9/20/2015,9:20 PM,Derailment,0,KEARNY,NJ,70,4,Dark,Clear,Yard,Light loco(s),3,29200,4700,33900,T113,40.744363,-74.101131,73.3,72.3,65.5
APRR,07161601,7/12/2016,5:18 PM,Derailment,0,ALBANY,NY,88,2,Day,Clear,Yard,Freight Train,0,0,7228,62144,T303,42.630274,-73.763678,68.2,71.5,78.7
LI,72660,7/23/2020,10:38 AM,Derailment,0,RICHMOND HILL,NY,86,2,Day,Cloudy,Yard,Light loco(s),3,10000,5808,15808,T111,40.6977,-73.8179,81.3,79.6,76.6
BNSF,RD0718107,7/7/2018,5:55 PM,Derailment,0,ADA,OK,71,3,Dusk,Clear,Main,Freight Train,44,23547,173260,196807,T109,34.742944,-96.707409,81.2,79.5,79.1
SLWC,171024002,10/24/2017,9:00 AM,Derailment,0,TULSA,OK,55,2,Day,Clear,Main,Freight Train,7,0,0,208000,T110,36.158571,-95.985949,59.2,55.5,56.1
BNSF,RD0724118,7/16/2024,11:25 AM,Derailment,0,TULSA,OK,90,2,Day,Clear,Yard,Yard/switching,7,2327,98141,100468,T205,36.120498,-96.01132,90.0,87.8,80.1
NS,119302,2/10/2016,3:45 AM,Derailment,1,CINCINNATI,OH,14,4,Dark,Snow,Yard,Freight Train,8,189954,0,195704,T207,39.143378,-84.543969,22.6,17.0,19.1
NS,145253,5/12/2022,6:00 PM,Derailment,0,SPRINGFIELD,OH,80,3,Dusk,Clear,Main,Freight Train,40,1315447,621968,1937415,T199,39.922477,-83.85273,73.9,70.1,72.6
NS,114779,3/11/2015,6:00 PM,Derailment,0,MORAINE,OH,64,3,Dusk,Clear,Yard,Yard/switching,8,6000,6778,12778,T110,39.706191,-84.218683,45.0,46.2,41.7
CSX,000165959,1/13/2017,9:34 PM,Derailment,0,MIDDLETOWN,OH,34,4,Dark,Rain,Industry,Freight Train,5,14411,628,15039,T110,39.488503,-84.406031,55.8,34.9,35.1
GTW,925636,6/11/2017,6:25 PM,Derailment,0,TOLEDO,OH,83,3,Dusk,Clear,Main,Freight Train,0,0,9218,18618,T403,41.688147,-83.501606,77.4,80.8,82.6
GNBC,11302020G,11/30/2020,12:53 PM,Other impacts,0,CLINTON,OK,55,2,Day,Clear,Industry,Freight Train,3,0,68500,68500,T499,35.48473,-98.97464,41.4,33.9,39.2
WE,170047,4/8/2017,11:20 PM,Derailment,0,CARROLLTON,OH,30,4,Dark,Clear,Main,Light loco(s),6,493,15124,15617,T110,40.464307,-81.18765,36.4,42.7,55.3
SEPA,SEPA102021,10/20/2021,9:49 PM,Other (describe in narrative),0,PHILADELPHIA,PA,65,4,Dark,Clear,Main,EMU,50,0,16332,16332,T404,39.896524,-75.24056,56.9,64.5,64.5
CUOH,CUO550323R,9/27/2023,1:30 PM,Derailment,0,COLUMBUS,OH,70,2,Day,Cloudy,Yard,Freight Train,10,30000,0,56218,T101,39.9089,-82.98063,66.9,65.7,64.8
CSX,000201310,11/15/2021,7:14 AM,Derailment,0,CINCINNATI,OH,37,1,Dawn,Clear,Yard,Freight Train,10,97349,11601,108950,T207,39.149146,-84.544457,37.1,37.5,42.9
CSX,000139289,12/23/2014,5:45 AM,Derailment,0,NEW MIAMI,OH,50,4,Dark,Cloudy,Yard,Freight Train,9,29607,500,30107,T210,39.387969,-84.556712,39.2,52.0,50.4
CPKC,1001906306,5/30/2023,4:55 PM,Derailment,0,BALFOUR,ND,85,2,Day,Clear,Main,Freight Train,58,321431,13081,334512,T001,47.963853,-100.584326,67.1,69.4,67.7
LSI,73205,5/12/2024,9:00 AM,Derailment,0,PALMER,MI,60,2,Day,Cloudy,Industry,Freight Train,1,17113,30570,47683,T399,46.437798,-87.65739,44.6,54.8,44.3
CSX,000213783,9/27/2023,1:30 PM,Derailment,0,COLUMBUS,OH,66,2,Day,Cloudy,Yard,Cut of cars,0,4992,21226,56218,T101,39.972311,-83.021134,66.9,65.7,64.8
BNSF,HL0823110,8/18/2023,3:15 PM,Derailment,0,MUSKOGEE,OK,90,2,Day,Clear,Industry,Freight Train,7,11094,4500,15594,T110,35.738733,-95.293616,77.8,82.0,86.1
UP,0123GL009,1/1/2023,9:05 AM,Derailment,0,CLINTON,IA,29,2,Day,Fog,Yard,Yard/switching,4,3365,30000,33365,T202,41.812352,-90.231761,28.2,34.0,35.1
TSU,212018,10/29/2018,1:05 PM,Derailment,0,TULSA,OK,75,2,Day,Clear,Main,Freight Train,7,3000,15000,18000,T111,36.067392,-95.98643,61.6,61.6,68.5
MNCW,76074,12/3/2021,4:08 PM,Derailment,0,CROTON ON HUDSON,NY,44,2,Day,Cloudy,Yard,Commuter Train - Pulling,10,83556,253669,337225,T110,41.186217,-73.881058,49.5,40.9,37.8
NJTR,202307281,6/24/2023,5:59 PM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,77,2,Day,Clear,Main,EMU,5,13750,0,14825,T404,40.750735,-73.994362,67.9,73.1,75.9
CSX,000194270,12/4/2020,7:31 PM,Derailment,0,CLEVELAND,OH,40,3,Dusk,Cloudy,Yard,Freight Train,2,13023,263,13286,T101,41.571338,-81.55684,37.1,43.1,39.6
UP,0616PD004,6/6/2016,12:10 AM,Derailment,0,PORTLAND,OR,73,4,Dark,Clear,Yard,Yard/switching,4,7587,5062,12649,T316,45.592656,-122.712302,80.8,75.9,72.7
NS,139888,12/2/2020,5:15 AM,Derailment,1,MOSELLE,MS,25,1,Dawn,Clear,Main,Freight Train,42,1602044,643320,2245364,T207,31.511501,-89.275444,37.0,41.0,54.5
NYA,062017,6/20/2017,11:51 AM,Derailment,0,MEDFORD,NY,70,2,Day,Clear,Industry,Freight Train,7,3500,10000,13500,T205,40.807464,-73.045768,72.7,74.0,74.4
CSX,000181409,2/17/2019,1:06 PM,Derailment,0,WILLARD,OH,48,2,Day,Clear,Yard,Freight Train,8,172960,11412,184372,T110,41.063277,-82.74352,23.5,26.1,23.4
CSX,000186618,11/16/2019,3:13 PM,Derailment,0,NIAGARA FALLS,NY,26,3,Dusk,Cloudy,Yard,Freight Train,8,324402,4000,328402,T207,43.118651,-78.996528,32.4,24.4,29.1
CSX,000219207,7/11/2024,2:25 AM,Derailment,0,CINCINNATI,OH,68,4,Dark,Cloudy,Yard,Yard/switching,5,91143,11806,102949,T202,39.11178,-84.53847,74.4,76.5,77.6
CWRO,201819,4/1/2018,12:30 PM,Derailment,0,CLEVELAND,OH,37,2,Day,Clear,Industry,Yard/switching,5,20000,7000,27000,T399,41.4647,-81.6713,43.6,36.4,35.1
NS,128609,2/22/2018,1:48 PM,Derailment,0,BELLEVUE,OH,36,2,Day,Cloudy,Yard,Yard/switching,3,53000,28720,81720,T301,41.288306,-82.801342,46.3,33.5,45.6
PW,PWR366117R,7/14/2017,3:30 AM,Derailment,0,NEW YORK -BRONX,NY,68,4,Dark,Cloudy,Yard,Freight Train,10,47898,0,50249,T311,40.804147,-73.908687,83.4,68.5,75.2
UP,0317NP042,3/27/2017,12:14 PM,Derailment,0,GLENVIL,NE,45,2,Day,Cloudy,Yard,Yard/switching,4,80596,11255,91851,T111,40.539155,-98.304143,43.5,45.9,44.0
NS,136542,12/17/2019,3:55 AM,Derailment,0,OWEGO,NY,28,4,Dark,Snow,Industry,Freight Train,7,0,13098,13098,T314,42.105607,-76.274853,25.0,26.9,20.2
CSX,000218439,6/1/2024,5:26 PM,Derailment,0,WEST MANSFIELD,OH,77,2,Day,Cloudy,Main,Freight Train,42,1109351,378940,1488291,T001,40.41309,-83.548826,61.9,66.3,66.2
NJTR,201809465,9/7/2018,11:35 PM,Other (describe in narrative),0,WEEHAWKEN,NJ,60,4,Dark,Clear,Main,Commuter Train - Pushing,60,62155,0,260570,T404,40.771555,-74.042015,82.1,73.6,67.6
BNSF,RD1022119,10/19/2022,7:40 PM,Derailment,0,MOORE,OK,52,3,Dusk,Clear,Yard,Yard/switching,8,126400,0,451711,T199,35.368846,-97.484095,47.2,48.0,57.4
BNSF,RD0521106,5/7/2021,7:15 AM,Derailment,0,DAVIS,OK,75,1,Dawn,Clear,Industry,Freight Train,5,13893,1500,15393,T311,34.490392,-97.120407,66.1,67.0,73.6
NS,156024,3/12/2024,4:00 PM,Derailment,0,CLEVELAND,OH,56,3,Dusk,Clear,Yard,Freight Train,10,5450,21022,26472,T110,41.463151,-81.677747,43.7,58.2,58.8
WE,150045,3/26/2015,3:45 PM,Derailment,0,BREWSTER,OH,37,2,Day,Rain,Yard,Yard/switching,9,3160,13427,16587,T314,40.714067,-81.605619,46.6,41.0,29.2
SLWC,240531001,5/31/2024,8:30 AM,Derailment,0,OKLAHOMA CITY,OK,70,2,Day,Clear,Yard,Yard/switching,9,10000,55000,65000,T001,35.45576,-97.50001,71.2,69.8,74.9
SKOL,170517002,5/17/2017,2:45 PM,Derailment,0,TULSA,OK,80,2,Day,Clear,Yard,Freight Train,0,0,8406,13356,T110,36.162208,-95.984618,75.8,75.1,76.8
LI,81840,2/8/2024,3:20 PM,Derailment,0,RICHMOND HILL,NY,35,2,Day,Cloudy,Yard,Yard/switching,3,9261,7593,16854,T499,40.696958,-73.820267,38.7,41.6,44.6
SKOL,160602005,6/2/2016,7:30 AM,Derailment,0,TULSA,OK,75,1,Dawn,Clear,Main,Freight Train,0,0,40000,52592,T110,36.160462,-95.984322,73.4,72.9,73.5
CSX,000155419,12/21/2015,4:30 PM,Derailment,0,WALBRIDGE,OH,46,3,Dusk,Cloudy,Yard,Yard/switching,4,19599,0,51958,T305,41.573731,-83.513595,33.5,46.7,48.8
CWRO,201841,8/31/2018,9:00 AM,Derailment,0,CLEVELAND,OH,70,2,Day,Clear,Industry,Yard/switching,4,8000,6000,14000,T113,41.4684,-81.6761,71.2,70.4,77.8
BNSF,RD0918133,9/22/2018,9:41 AM,Derailment,0,REDROCK,OK,60,2,Day,Clear,Industry,Freight Train,4,87209,0,87209,T314,36.454765,-97.073724,68.5,65.4,67.4
MNCW,2015122605,12/26/2015,8:30 AM,Derailment,0,NEW YORK NEW YORK,NY,49,2,Day,Clear,Main,EMU,8,10281,21119,31400,T111,40.752726,-73.977229,60.2,52.5,52.9
BNSF,HL0223103,2/3/2023,8:55 AM,Derailment,0,CLAREMORE,OK,23,1,Dawn,Clear,Industry,Freight Train,4,107520,14000,121520,T110,36.232089,-95.714397,31.3,32.4,44.2
CSX,000181683,3/6/2019,1:40 AM,Derailment,0,SELKIRK,NY,8,4,Dark,Clear,Yard,Yard/switching,7,65598,13833,79431,T310,42.565903,-73.854184,18.6,15.4,15.0
ATK,152506,3/28/2018,11:34 PM,Derailment,0,ENFIELD,NC,62,4,Dark,Clear,Main,Passenger Train - Pulling,70,63944,0,64332,T207,36.162475,-77.68723,38.7,57.2,66.9
TSU,92019,7/18/2019,3:00 PM,Derailment,0,JENKS,OK,94,2,Day,Clear,Siding,Freight Train,5,1390,12000,13390,T109,35.972379,-95.921207,89.5,88.3,88.2
AB,DR20001,7/22/2020,8:39 AM,Derailment,0,AKRON,OH,85,2,Day,Cloudy,Industry,Freight Train,7,21700,35570,57270,T110,41.025044,-81.540307,78.9,77.2,76.6
NS,140204,1/8/2021,4:30 AM,Derailment,0,FOSTORIA,OH,24,1,Dawn,Clear,Yard,Yard/switching,5,20000,9634,29634,T317,41.171685,-83.356644,34.9,31.0,31.1
NYSW,102917A,10/29/2017,10:15 AM,Derailment,0,BINGHAMTON,NY,45,2,Day,Rain,Yard,Freight Train,10,40082,0,63808,T110,42.104041,-75.90942,53.6,46.6,42.1
NJTR,202407359,6/18/2024,6:21 AM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,70,2,Day,Clear,Main,Commuter Train - Pushing,10,13392,0,21022,T404,40.750778,-73.995155,74.8,78.8,79.0
CBR,CBR0317001,3/26/2017,8:30 PM,Derailment,0,WALTON,OR,50,4,Dark,Clear,Main,Freight Train,9,100000,25000,125000,T110,43.999372,-123.632337,47.7,47.4,47.8
FGLK,12042023,12/4/2023,10:45 AM,Derailment,0,WATKINS GLEN,NY,40,2,Day,Cloudy,Industry,Freight Train,5,0,61048,61048,T110,42.404609,-76.887525,44.1,41.0,34.0
LI,EQ20160802,8/20/2016,2:19 AM,Derailment,0,JAMAICA,NY,79,4,Dark,Clear,Yard,Passenger Train - Pushing,5,6947,21582,28529,T314,40.698022,-73.815798,80.2,78.5,80.0
UP,0919PR012,9/14/2019,3:30 PM,Derailment,0,NORTHLAKE,IL,80,2,Day,Clear,Yard,Freight Train,8,10670,800,11470,T204,41.89829,-87.899164,70.8,68.8,70.7
KAW,210710001,7/10/2021,12:45 AM,Derailment,0,NORTH KANSAS CITY,MO,78,4,Dark,Clear,Yard,Freight Train,0,0,76000,107257,T001,39.123422,-94.57738,81.8,74.9,68.7
KRR,KRR070616D,9/1/2016,9:20 AM,Derailment,0,HUGO,OK,80,2,Day,Cloudy,Main,Freight Train,2,20000,15500,35500,T103,34.03928,-95.524492,82.9,76.5,76.5
LI,76562,2/15/2022,3:55 PM,Derailment,0,RICHMOND HILL,NY,28,2,Day,Clear,Yard,Passenger Train - Pulling,5,45257,32678,77935,T111,40.69698,-73.82169,21.7,23.6,36.9
CSX,000138669,12/10/2014,4:30 PM,Derailment,0,KENMORE,NY,28,3,Dusk,Clear,Yard,Yard/switching,7,18510,1000,19510,T311,42.982634,-78.887938,37.8,29.1,25.3
BNSF,SW0918103,9/3/2018,5:50 PM,Derailment,0,RINCON,NM,87,3,Dusk,Clear,Main,Freight Train,12,31000,992087,1023087,T110,32.526002,-106.982142,71.6,71.8,74.5
UP,0818PD011,8/10/2018,12:05 AM,Derailment,0,KLAMATH FALLS,OR,88,4,Dark,Cloudy,Yard,Freight Train,3,134712,13386,148098,T310,42.205594,-121.770998,74.4,73.1,72.5
WE,170100,9/2/2017,11:35 AM,Derailment,0,CANTON,OH,68,2,Day,Clear,Yard,Yard/switching,3,15776,7576,23352,T110,40.76733,-81.411775,58.5,58.7,65.3
CCET,CCET0124,7/11/2024,4:51 PM,Derailment,0,EASTWOOD,OH,91,1,Dawn,Clear,Main,Freight Train,10,100000,100000,200000,T110,39.046098,-83.972634,73.6,75.9,77.2
WE,160110,12/24/2016,7:00 AM,Derailment,0,MINGO JUNCTION,OH,45,1,Dawn,Rain,Yard,Freight Train,8,19743,74119,93862,T101,40.31577,-80.602145,34.3,42.1,37.5
WE,170026,3/2/2017,9:30 AM,Derailment,0,MEDINA,OH,30,2,Day,Clear,Yard,Yard/switching,2,999,13223,14222,T110,41.138917,-81.888283,52.8,30.7,25.0
CRSH,116614,7/20/2015,1:00 AM,Derailment,0,NEWARK,NJ,88,4,Dark,Clear,Yard,Single Car,3,24122,0,70063,T305,40.713668,-74.142477,86.6,88.7,83.9
UP,0715NP017,7/19/2015,10:50 AM,Derailment,0,BIG SPRINGS,NE,90,2,Day,Clear,Main,Freight Train,40,180839,163777,344616,T499,41.030523,-102.180821,73.6,71.8,73.4
CSX,000175393,3/24/2018,10:53 AM,Derailment,0,LIMA,OH,36,2,Day,Clear,Yard,Cut of cars,0,3833,0,196239,T311,40.745354,-84.101095,33.6,31.3,31.8
LI,81591,1/6/2024,12:44 AM,Derailment,0,RICHMOND HILL,NY,33,4,Dark,Clear,Yard,Light loco(s),8,146149,0,146149,T399,40.696745,-73.819851,32.0,34.0,37.0
NS,135603,9/23/2019,8:10 PM,Derailment,0,BELLEVUE,OH,66,4,Dark,Clear,Yard,Yard/switching,4,25178,4679,29857,T311,41.288306,-82.801342,77.5,71.8,64.2
CSX,000169550,6/11/2017,6:25 PM,Derailment,0,TOLEDO,OH,83,3,Dusk,Clear,Main,Yard/switching,7,8749,651,18618,T311,41.688146,-83.501606,77.4,80.8,82.6
SW,SWC050515D,5/5/2015,1:15 PM,Derailment,0,ROSWELL,NM,67,2,Day,Cloudy,Industry,Freight Train,3,2741,8703,11444,T001,33.3872,-104.5281,64.1,63.7,66.3
NJTR,201901024,12/4/2018,11:48 PM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,45,4,Dark,Clear,Main,Commuter Train - Pulling,0,62479,0,62479,T499,40.750281,-73.994155,52.4,38.4,32.6
NS,155998,3/10/2024,11:10 AM,Derailment,0,BELLEVUE,OH,35,2,Day,Cloudy,Yard,Cut of cars,4,604760,29314,634074,T207,41.291944,-82.784809,47.0,34.0,40.4
CSX,000181808,3/13/2019,9:56 PM,Derailment,0,CINCINNATI,OH,60,4,Dark,Clear,Yard,Yard/switching,3,72217,14296,86513,T102,37.850351,-84.256836,38.6,52.3,62.8
WE,150048,3/28/2015,9:38 AM,Derailment,0,COLLINS,OH,20,2,Day,Clear,Yard,Yard/switching,9,240249,26771,267020,T210,41.211986,-82.495861,26.9,20.4,31.4
NS,139807,11/22/2020,9:50 AM,Derailment,0,BELLEVUE,OH,41,2,Day,Rain,Yard,Freight Train,4,65028,108059,173087,T207,41.288306,-82.801342,43.9,38.6,38.6
BNSF,RD1217117,12/24/2017,10:10 PM,Derailment,0,TULSA,OK,30,4,Dark,Clear,Yard,Yard/switching,10,12000,156610,168610,T207,36.118949,-96.013286,31.1,32.4,32.1
ATK,140587,12/9/2015,1:05 PM,Other (describe in narrative),0,LONG ISLAND CITY,NY,50,2,Day,Cloudy,Yard,Light loco(s),0,0,75000,75000,T404,40.741221,-73.955983,44.1,47.5,55.0
BNSF,RD0122112,1/11/2022,10:29 AM,Derailment,0,TULSA,OK,45,2,Day,Clear,Main,Freight Train,9,9817,29500,39317,T316,36.142031,-96.006776,34.9,44.0,45.9
NJTR,201808409,8/15/2018,3:15 PM,Derailment,0,LONG ISLAN,NY,87,2,Day,Clear,Yard,Commuter Train - Pulling,13,51591,0,53091,T110,40.748943,-73.933728,75.7,80.3,84.3
BNSF,RD0323122,3/21/2023,8:48 PM,Derailment,0,TULSA,OK,50,3,Dusk,Clear,Industry,Light loco(s),7,2000,16849,18849,T403,36.1889,-95.812691,45.7,50.1,70.6
BNSF,RD0620109,6/13/2020,1:55 AM,Derailment,1,WYNNEWOOD,OK,75,4,Dark,Clear,Main,Freight Train,55,786670,390000,1176670,T315,34.642453,-97.171975,73.9,77.5,78.3
UP,1115FW006,11/7/2015,10:30 AM,Derailment,0,STRINGTOWN,OK,63,2,Day,Clear,Industry,Cut of cars,0,0,0,23578,T202,34.476458,-96.05022,59.4,56.2,50.9
BNSF,KS0121115,1/29/2021,2:35 AM,Derailment,0,DODGE CITY,KS,34,4,Dark,Cloudy,Yard,Freight Train,10,150556,28000,178556,T202,37.75214,-100.024078,28.8,40.8,39.8
CSX,000171832,9/25/2017,7:15 PM,Derailment,0,EAST SYRACUSE,NY,80,3,Dusk,Clear,Yard,Yard/switching,7,53345,7928,61273,T110,43.067112,-76.048421,73.3,74.0,73.8
ATK,177617,6/24/2023,7:59 AM,Other (describe in narrative),0,NEW YORK,NY,77,2,Day,Clear,Main,EMU,0,0,1075,1075,T404,40.75078,-73.994255,67.9,73.1,75.9
CSX,000174443,2/10/2016,3:45 AM,Derailment,0,CINCINNATI,OH,17,4,Dark,Cloudy,Main,Freight Train,0,0,5750,195704,T207,39.137486,-84.546277,22.6,17.0,19.1
BNSF,RD1022119,10/19/2022,7:40 PM,Derailment,0,MOORE,OK,52,3,Dusk,Clear,Yard,Single Car,0,15800,309511,451711,T199,35.368846,-97.484095,47.2,48.0,57.4
SJVR,SJV748624D,3/31/2024,1:05 PM,Derailment,0,FRESNO,CA,60,2,Day,Clear,Industry,Freight Train,4,1500,17000,18500,T110,36.72122,-119.76709,55.6,56.6,58.0
NS,127222,10/29/2017,10:15 AM,Derailment,0,BINGHAMTON,NY,72,2,Day,Rain,Yard,Freight Train,0,0,23726,63808,T110,42.104041,-75.90942,53.6,46.6,42.1
SLWC,210717003,7/17/2021,1:00 AM,Derailment,0,OKLAHOMA CITY,OK,75,4,Dark,Clear,Yard,Freight Train,10,4655,14993,19648,T314,35.453825,-97.489027,81.0,78.4,79.2
NS,135450,9/11/2019,8:15 AM,Derailment,0,BELLEVUE,OH,83,2,Day,Clear,Yard,Freight Train,9,9436,41365,50801,T311,41.28004,-82.877383,73.9,78.0,71.7
UP,1214LV018,12/28/2014,5:45 PM,Derailment,0,ALEXANDRIA,LA,50,4,Dark,Rain,Yard,Freight Train,5,3679,252067,256992,T207,31.251786,-92.434819,61.9,48.1,46.1
CSX,000163007,9/18/2016,11:10 AM,Derailment,0,BRATENAHL,OH,82,2,Day,Clear,Yard,Freight Train,4,16237,516,16753,T110,41.571339,-81.55684,74.2,72.6,72.0
UP,1014UT005,10/19/2014,3:00 PM,Derailment,0,ELKO,NV,65,2,Day,Clear,Yard,Freight Train,5,14963,90090,105053,T202,40.862887,-115.724576,51.9,53.4,59.0
BNSF,HL0421126,4/21/2021,5:01 PM,Derailment,0,CATOOSA,OK,50,3,Dusk,Clear,Yard,Freight Train,3,7700,68500,76200,T110,36.236583,-95.687174,41.7,46.2,50.7
CSX,000188953,3/7/2020,5:31 PM,Derailment,0,WILLARD,OH,41,3,Dusk,Clear,Yard,Freight Train,4,13224,2896,16120,T207,41.063277,-82.74352,34.9,33.5,46.1
BNSF,KS1223107,12/9/2023,1:03 PM,Derailment,0,ALVA,OK,55,2,Day,Clear,Main,Freight Train,50,41250,365123,406373,T314,36.825132,-98.638911,49.2,42.4,35.5
UP,0423RM017,4/14/2023,2:08 PM,Derailment,0,LAS VEGAS,NV,66,2,Day,Clear,Yard,Freight Train,6,9648,3000,12648,T208,36.005972,-115.237306,70.7,66.0,67.1
UP,1215KC004,12/2/2015,1:00 PM,Derailment,0,HOOKER,OK,48,2,Day,Clear,Industry,Light loco(s),4,2703,7887,10590,T001,36.855509,-101.216187,33.7,38.0,37.1
SLWC,230201008,2/1/2023,9:30 PM,Derailment,0,LAWTON,OK,30,4,Dark,Sleet,Yard,Freight Train,7,17754,15000,32754,T113,34.606911,-98.525813,23.8,26.8,34.0
NJTR,202202096,2/2/2022,3:04 PM,Other (describe in narrative),0,LONG ISLAND CITY,NY,72,2,Day,Clear,Main,Commuter Train - Pushing,10,22118,0,82698,T404,40.7506,-73.9935,30.1,38.3,45.1
ATK,156483,11/25/2018,7:08 AM,Other (describe in narrative),0,NEW YORK -QUEENS,NY,50,1,Dawn,Cloudy,Main,Passenger Train - Pulling,30,13396,13769,27165,T404,41.031248,-73.592824,39.8,50.5,48.7
NJTR,202206237,5/26/2022,6:35 AM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,51,1,Dawn,Clear,Main,EMU,5,16318,0,26033,T404,40.754507,-74.003118,60.8,62.7,69.4
FGLK,11152018,11/15/2018,9:30 AM,Derailment,0,SENNETT,NY,26,2,Day,Clear,Industry,Freight Train,8,0,12975,12975,T106,42.958211,-76.553962,26.3,23.8,31.1
IORY,IOR162122D,8/11/2022,11:30 PM,Derailment,0,CLEVES,OH,65,4,Dark,Clear,Main,Freight Train,9,74400,0,97200,T314,39.169739,-84.774531,75.5,72.6,69.2
ASRY,D161104,11/4/2016,5:00 PM,Derailment,0,SHELBY,OH,54,2,Day,Clear,Main,Freight Train,10,60682,78347,139029,T210,40.86958,-82.649434,58.6,48.7,47.6
CSX,000202036,12/23/2021,10:22 PM,Derailment,0,COLUMBIA STATION,OH,36,4,Dark,Cloudy,Industry,Freight Train,7,60743,1096,61839,T110,41.311591,-81.987404,31.1,31.8,49.6
UP,0416FW003,4/3/2016,12:27 PM,Derailment,0,MCALESTER,OK,67,2,Day,Clear,Siding,Freight Train,25,7693,5620,13313,T101,34.858857,-95.821158,51.9,60.5,68.2
CFE,CFE649718D,5/3/2018,5:48 AM,Derailment,0,COLUMBIA CITY,IN,72,4,Dark,Rain,Siding,Freight Train,4,11487,10100,21587,T103,41.118146,-85.356937,72.4,67.9,65.0
LSI,67399,8/5/2017,9:30 AM,Derailment,0,PALMER,MI,60,2,Day,Clear,Industry,Yard/switching,5,0,21157,21157,T205,46.438312,-87.660368,58.4,60.5,57.6
NS,135887,10/18/2019,1:45 AM,Derailment,0,MIDDLETOWN,OH,55,4,Dark,Clear,Industry,Freight Train,4,25028,0,25028,T110,39.499182,-84.394336,48.5,45.4,50.8
NJTR,201909509,1/23/2019,7:57 AM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,32,2,Day,Clear,Main,Commuter Train - Pulling,5,10501,0,11065,T404,40.750592,-73.993538,22.0,38.0,50.2
LI,70609,9/27/2019,11:25 AM,Derailment,0,HOLLIS,NY,73,2,Day,Clear,Siding,Yard/switching,3,0,100229,100229,T111,40.703975,-73.774953,69.4,66.8,71.2
UP,1016KC003,10/6/2016,1:30 PM,Derailment,0,KANSAS CITY,KS,78,2,Day,Clear,Industry,Yard/switching,1,863,46666,47529,T110,39.127124,-94.604389,69.8,70.3,54.6
ATK,154300,7/16/2018,1:10 PM,Obstruction,0,CROWN POINT,NY,92,2,Day,Clear,Main,Passenger Train - Pulling,49,26677,0,26785,T499,43.961136,-73.41346,76.6,76.3,73.8
